Entity Name,Fiscal Year,Total Revenues,Estimated Population,Revenues Per Capita
Tehachapi,2018,18006245,12299,1464
Tehachapi,2017,17333084,12280,1411
Tehachapi,2016,17448194,12217,1428
Tehachapi,2015,18411133,13028,1413
Tehachapi,2014,15093088,13346,1131
Tehachapi,2013,18922662,13313,1421
Tehachapi,2012,17247722,13872,1243
Tehachapi,2011,14090215,14523,970
Tehachapi,2010,12317215,13886,887
Tehachapi,2009,14068987,13631,1032
Tehachapi,2008,14934867,13089,1141
Tehachapi,2007,15641080,13063,1197
Tehachapi,2006,11130696,12610,883
Tehachapi,2005,10437502,11907,877
Tehachapi,2004,8227345,11707,703
Tehachapi,2003,8378147,11381,736
Tehama,2019,343796,411,836
Tehama,2018,369096,430,858
Tehama,2017,1005369,427,2354
Tehama,2016,412239,431,956
Tehama,2015,272472,420,649
Tehama,2014,333516,417,800
Tehama,2013,279528,419,667
Tehama,2012,245790,416,591
Tehama,2011,354945,420,845
Tehama,2010,696510,426,1635
Tehama,2009,372541,425,877
Tehama,2008,1149233,429,2679
Tehama,2007,2331473,427,5460
Tehama,2006,1851479,438,4227
Tehama,2005,1977516,433,4567
Tehama,2004,1003629,435,2307
Tehama,2003,1542251,433,3562
Temecula,2019,140192073,113826,1232
Temecula,2018,148556188,113181,1313
Temecula,2017,90424924,111024,814
Temecula,2016,83237964,109064,763
Temecula,2015,71602112,108920,657
Temecula,2014,70019789,106289,659
Temecula,2013,64882140,104879,619
Temecula,2012,89202954,103092,865
Temecula,2011,72699771,101657,715
Temecula,2010,59696172,105029,568
Temecula,2009,74502758,102604,726
Temecula,2008,98866044,101057,978
Temecula,2007,93815849,97935,958
Temecula,2006,89130649,93923,949
Temecula,2005,80437835,81397,988
Temecula,2004,59998818,77460,775
Temecula,2003,51143273,75014,682
Temple City,2019,21800728,36583,596
Temple City,2018,21436168,36411,589
Temple City,2017,19340165,36389,531
Temple City,2016,18665393,36534,511
Temple City,2015,19981375,36275,551
Temple City,2014,20368252,36134,564
Temple City,2013,17612539,35952,490
Temple City,2012,15353108,35749,429
Temple City,2011,15408951,35673,432
Temple City,2010,13926305,35892,388
Temple City,2009,15022069,35747,420
Temple City,2008,16201604,35683,454
Temple City,2007,15480237,35702,434
Temple City,2006,14779419,35469,417
Temple City,2005,13152119,35648,369
Temple City,2004,11386601,35312,322
Temple City,2003,12427878,34699,358
Thousand Oaks,2019,193791170,129557,1496
Thousand Oaks,2018,178221659,130196,1369
Thousand Oaks,2017,166619304,131457,1267
Thousand Oaks,2016,176292958,132365,1332
Thousand Oaks,2015,164523911,129349,1272
Thousand Oaks,2014,182816341,129039,1417
Thousand Oaks,2013,152555368,128143,1191
Thousand Oaks,2012,149632453,128031,1169
Thousand Oaks,2011,145021824,127557,1137
Thousand Oaks,2010,137878964,130209,1059
Thousand Oaks,2009,147822834,128564,1150
Thousand Oaks,2008,158302581,128650,1230
Thousand Oaks,2007,150054958,127739,1175
Thousand Oaks,2006,141602445,127644,1109
Thousand Oaks,2005,134411774,127112,1057
Thousand Oaks,2004,124790158,126081,990
Thousand Oaks,2003,131555483,123986,1061
Tiburon,2019,13152721,9362,1405
Tiburon,2018,13021738,9648,1350
Tiburon,2017,11916636,9508,1253
Tiburon,2016,10957295,9503,1153
Tiburon,2015,14009482,9200,1523
Tiburon,2014,10709899,9090,1178
Tiburon,2013,10080586,9031,1116
Tiburon,2012,8989320,9059,992
Tiburon,2011,9498920,9031,1052
Tiburon,2010,7571860,9000,841
Tiburon,2009,8730059,8941,976
Tiburon,2008,10147650,8917,1138
Tiburon,2007,11117671,8882,1252
Tiburon,2006,10147565,8818,1151
Tiburon,2005,9983060,8772,1138
Tiburon,2004,7627854,8764,870
Tiburon,2003,9774808,8794,1112
Torrance,2019,340611904,148054,2301
Torrance,2018,316487508,149245,2121
Torrance,2017,306788231,147101,2086
Torrance,2016,310344576,147175,2109
Torrance,2015,307477091,148427,2072
Torrance,2014,338272880,147706,2290
Torrance,2013,278757531,146860,1898
Torrance,2012,290876340,146115,1991
Torrance,2011,261162336,145927,1790
Torrance,2010,266656643,149717,1781
Torrance,2009,250431507,149111,1679
Torrance,2008,256446701,148965,1722
Torrance,2007,255321162,148558,1719
Torrance,2006,240560794,147108,1635
Torrance,2005,264257347,147405,1793
Torrance,2004,216818119,146204,1483
Torrance,2003,206326881,144415,1429
Tracy,2019,211272908,92800,2277
Tracy,2018,229720015,92553,2482
Tracy,2017,193043036,90890,2124
Tracy,2016,172612813,89208,1935
Tracy,2015,173164887,85296,2030
Tracy,2014,143529954,85146,1686
Tracy,2013,137963746,84060,1641
Tracy,2012,119476528,83900,1424
Tracy,2011,123697253,83420,1483
Tracy,2010,129070593,82107,1572
Tracy,2009,118052885,81714,1445
Tracy,2008,147001799,81548,1803
Tracy,2007,135031042,81107,1665
Tracy,2006,160219154,80461,1991
Tracy,2005,134746987,78307,1721
Tracy,2004,134157603,75325,1781
Tracy,2003,139597415,69635,2005
Trinidad,2019,2348781,360,6524
Trinidad,2018,1536536,340,4519
Trinidad,2017,1596536,369,4327
Trinidad,2016,1351523,367,3683
Trinidad,2015,3636176,363,10017
Trinidad,2014,4081825,361,11307
Trinidad,2013,2401131,365,6578
Trinidad,2012,4010975,364,11019
Trinidad,2011,1367761,368,3717
Trinidad,2010,1065116,310,3436
Trinidad,2009,1456872,311,4684
Trinidad,2008,1437498,314,4578
Trinidad,2007,1345314,311,4326
Trinidad,2006,1099288,320,3435
Trinidad,2005,1159467,323,3590
Trinidad,2004,937195,315,2975
Trinidad,2003,914391,309,2959
Truckee,2019,49574780,16434,3017
Truckee,2018,45931077,16681,2753
Truckee,2017,41452827,15904,2606
Truckee,2016,52525811,15370,3417
Truckee,2015,39586828,16211,2442
Truckee,2014,34796687,15981,2177
Truckee,2013,33461641,15918,2102
Truckee,2012,30164675,15918,1895
Truckee,2011,31973907,16212,1972
Truckee,2010,35465670,16280,2178
Truckee,2009,31552439,16241,1943
Truckee,2008,40753148,16165,2521
Truckee,2007,38360543,16019,2395
Truckee,2006,29489949,15915,1853
Truckee,2005,25335391,15657,1618
Truckee,2004,22143316,15012,1475
Truckee,2003,18921552,14825,1276
Tulare,2019,145846560,66967,2178
Tulare,2018,128935122,65982,1954
Tulare,2017,120565323,64661,1865
Tulare,2016,148626006,63515,2340
Tulare,2015,127131638,62363,2039
Tulare,2014,103319108,61857,1670
Tulare,2013,97805622,61199,1598
Tulare,2012,101176479,60627,1669
Tulare,2011,120102350,59926,2004
Tulare,2010,80533245,59535,1353
Tulare,2009,146353326,58506,2502
Tulare,2008,104491159,55690,1876
Tulare,2007,79859560,55935,1428
Tulare,2006,68325547,51477,1327
Tulare,2005,55441560,49477,1121
Tulare,2004,62882930,47696,1318
Tulare,2003,54505154,46270,1178
Tulelake,2019,2051496,1003,2045
Tulelake,2018,2089579,977,2139
Tulelake,2017,3249826,1002,3243
Tulelake,2016,4179728,1010,4138
Tulelake,2015,1775611,1013,1753
Tulelake,2014,1980782,1011,1959
Tulelake,2013,1424922,1000,1425
Tulelake,2012,1353139,998,1356
Tulelake,2011,1113318,1012,1100
Turlock,2019,119783598,74471,1608
Turlock,2018,104347510,74730,1396
Turlock,2017,98957798,72879,1358
Turlock,2016,91368796,72050,1268
Turlock,2015,79970209,71043,1126
Turlock,2014,90351132,70132,1288
Turlock,2013,81213515,69888,1162
Turlock,2012,71501169,69370,1031
Turlock,2011,72651298,68931,1054
Turlock,2010,71490076,71181,1004
Turlock,2009,74705306,70256,1063
Turlock,2008,124574701,70158,1776
Turlock,2007,89841366,69321,1296
Turlock,2006,84021780,67876,1238
Turlock,2005,79275196,67009,1183
Turlock,2004,119359835,64215,1859
Turlock,2003,58472817,61305,954
Tustin,2019,107399747,81369,1320
Tustin,2018,144330995,82344,1753
Tustin,2017,153923750,82372,1869
Tustin,2016,125157380,82717,1513
Tustin,2015,188609457,79601,2369
Tustin,2014,98925589,78360,1262
Tustin,2013,137203447,77983,1759
Tustin,2012,93447545,76567,1220
Tustin,2011,91213408,75781,1204
Tustin,2010,90986827,75773,1201
Tustin,2009,81485481,74825,1089
Tustin,2008,124246995,74218,1674
Tustin,2007,89734389,72542,1237
Tustin,2006,75984170,71767,1059
Tustin,2005,73105164,70871,1032
Tustin,2004,54216873,70339,771
Tustin,2003,55789423,69754,800
Twentynine Palms,2019,13061359,28958,451
Twentynine Palms,2018,12805908,27046,473
Twentynine Palms,2017,11855414,26919,440
Twentynine Palms,2016,10340762,26138,396
Twentynine Palms,2015,10992715,25846,425
Twentynine Palms,2014,10417262,26576,392
Twentynine Palms,2013,12683479,26084,486
Twentynine Palms,2012,11232933,25713,437
Twentynine Palms,2011,11506379,24646,467
Twentynine Palms,2010,15149383,30649,494
Twentynine Palms,2009,10875363,30832,353
Twentynine Palms,2008,12514302,27966,447
Twentynine Palms,2007,10475295,24830,422
Twentynine Palms,2006,10496797,27498,382
Twentynine Palms,2005,8894820,27337,325
Twentynine Palms,2004,6820143,25957,263
Twentynine Palms,2003,7643457,25171,304
Ukiah,2019,67457581,16296,4140
Ukiah,2018,56347807,16226,3473
Ukiah,2017,59528949,16314,3649
Ukiah,2016,53305267,16186,3293
Ukiah,2015,53786087,16073,3346
Ukiah,2014,45453964,16185,2808
Ukiah,2013,48663863,16065,3029
Ukiah,2012,50156624,15960,3143
Ukiah,2011,49995547,16109,3104
Ukiah,2010,46243852,15682,2949
Ukiah,2009,46054817,15711,2931
Ukiah,2008,48313614,15758,3066
Ukiah,2007,45183006,15876,2846
Ukiah,2006,127740360,15955,8006
Ukiah,2005,33151241,15959,2077
Ukiah,2004,33614693,15910,2113
Ukiah,2003,34545327,15830,2182
Union City,2019,101552198,74916,1356
Union City,2018,98289890,72991,1347
Union City,2017,98977670,73452,1348
Union City,2016,111670744,72952,1531
Union City,2015,82035212,72744,1128
Union City,2014,73008271,72155,1012
Union City,2013,73134610,71329,1025
Union City,2012,68017342,70646,963
Union City,2011,72366147,69850,1036
Union City,2010,59333926,75054,791
Union City,2009,65581733,73977,887
Union City,2008,68209741,73402,929
Union City,2007,64958180,72297,898
Union City,2006,64433825,71152,906
Union City,2005,53897422,70685,763
Union City,2004,52354422,70189,746
Union City,2003,45048103,70338,640
Upland,2019,117551255,78481,1498
Upland,2018,112256975,77017,1458
Upland,2017,111638308,76790,1454
Upland,2016,94421861,75774,1246
Upland,2015,100298426,75787,1323
Upland,2014,85967506,75147,1144
Upland,2013,81619745,74907,1090
Upland,2012,78568594,74568,1054
Upland,2011,81981424,74207,1105
Upland,2010,76492107,76106,1005
Upland,2009,82426614,75035,1099
Upland,2008,93695707,75137,1247
Upland,2007,90145085,75169,1199
Upland,2006,81428245,74099,1099
Upland,2005,84851494,73697,1151
Upland,2004,78919785,72709,1085
Upland,2003,63727120,71819,887
Vacaville,2019,236138015,98807,2390
Vacaville,2018,224411503,98977,2267
Vacaville,2017,205528611,98456,2088
Vacaville,2016,199976223,97667,2048
Vacaville,2015,192392439,94702,2032
Vacaville,2014,207336718,93613,2215
Vacaville,2013,176064282,92677,1900
Vacaville,2012,130543305,92092,1418
Vacaville,2011,137057711,93011,1474
Vacaville,2010,144287282,97305,1483
Vacaville,2009,132402676,96450,1373
Vacaville,2008,152275340,96905,1571
Vacaville,2007,158559214,96489,1643
Vacaville,2006,175621585,96395,1822
Vacaville,2005,121599430,96735,1257
Vacaville,2004,117650890,95082,1237
Vacaville,2003,121897295,93927,1298
Vallejo,2019,235983089,119544,1974
Vallejo,2018,213354494,119252,1789
Vallejo,2017,204404981,118280,1728
Vallejo,2016,185537358,117322,1581
Vallejo,2015,178225426,119683,1489
Vallejo,2014,199192157,118470,1681
Vallejo,2013,219767627,117112,1877
Vallejo,2012,168920389,115928,1457
Vallejo,2011,227588067,116508,1953
Vallejo,2010,194860644,121435,1605
Vallejo,2009,157010811,121055,1297
Vallejo,2008,193173494,121097,1595
Vallejo,2007,206693471,121425,1702
Vallejo,2006,195097892,121099,1611
Vallejo,2005,163491128,121221,1349
Vallejo,2004,194514244,121085,1606
Vallejo,2003,224801561,120108,1872
Vernon,2019,266455407,301,885234
Vernon,2018,274963859,209,1315617
Vernon,2017,266476931,209,1275009
Vernon,2016,365179120,210,1738948
Vernon,2015,280172709,123,2277827
Vernon,2014,272323697,122,2232161
Vernon,2013,246114639,121,2034005
Vernon,2012,278288596,120,2319072
Vernon,2011,211353823,112,1887088
Vernon,2010,250009625,96,2604267
Vernon,2009,252879722,95,2661892
Vernon,2008,190085677,95,2000902
Vernon,2007,218889026,95,2304095
Vernon,2006,211314975,95,2224368
Vernon,2005,152204959,96,1585468
Vernon,2004,149394472,95,1572573
Vernon,2003,310686988,94,3305181
Victorville,2019,210006305,126543,1660
Victorville,2018,195586317,123701,1581
Victorville,2017,121540326,123565,984
Victorville,2016,128364383,123510,1039
Victorville,2015,117541784,121168,970
Victorville,2014,110604885,120590,917
Victorville,2013,160539024,120368,1334
Victorville,2012,97853968,119059,822
Victorville,2011,110626367,117219,944
Victorville,2010,113079615,112097,1009
Victorville,2009,119666876,109441,1093
Victorville,2008,98534086,107408,917
Victorville,2007,107881147,102538,1052
Victorville,2006,103556643,95145,1088
Victorville,2005,77915361,86473,901
Victorville,2004,78267964,77679,1008
Victorville,2003,58452350,72485,806
Villa Park,2019,4804037,5933,810
Villa Park,2018,4906359,5951,824
Villa Park,2017,4389588,5944,738
Villa Park,2016,4318330,5948,726
Villa Park,2015,4062033,5960,682
Villa Park,2014,3902698,5935,658
Villa Park,2013,3898402,5900,661
Villa Park,2012,4306695,5867,734
Villa Park,2011,4367529,5823,750
Villa Park,2010,3734866,6307,592
Villa Park,2009,3886285,6276,619
Villa Park,2008,4369406,6259,698
Villa Park,2007,3696857,6251,591
Villa Park,2006,3174797,6218,511
Villa Park,2005,2903395,6230,466
Villa Park,2004,2892494,6202,466
Villa Park,2003,2780850,6206,448
Visalia,2019,234545971,138207,1697
Visalia,2018,210489866,136246,1545
Visalia,2017,230185197,133151,1729
Visalia,2016,233729494,130231,1795
Visalia,2015,235082365,130753,1798
Visalia,2014,148985992,129582,1150
Visalia,2013,157691703,128443,1228
Visalia,2012,153982494,126864,1214
Visalia,2011,140314439,125770,1116
Visalia,2010,150424062,125971,1194
Visalia,2009,144978433,123670,1172
Visalia,2008,155860410,121498,1283
Visalia,2007,149809085,117744,1272
Visalia,2006,139227649,111168,1252
Visalia,2005,113384594,107550,1054
Visalia,2004,93716115,102684,913
Visalia,2003,114119846,98875,1154
Vista,2019,166370353,101987,1631
Vista,2018,139388357,103381,1348
Vista,2017,130279404,101797,1280
Vista,2016,127239317,98896,1287
Vista,2015,121438056,96413,1260
Vista,2014,124216380,96122,1292
Vista,2013,102025063,95264,1071
Vista,2012,122095271,95036,1285
Vista,2011,101277330,94431,1073
Vista,2010,95571519,97513,980
Vista,2009,102380218,96089,1065
Vista,2008,215499766,95770,2250
Vista,2007,90007600,94962,948
Vista,2006,81552509,94440,864
Vista,2005,76717911,94109,815
Vista,2004,67692749,94048,720
Vista,2003,66127406,92768,713
Walnut,2019,22395657,30551,733
Walnut,2018,18422229,30457,605
Walnut,2017,18737808,30134,622
Walnut,2016,18987710,30152,630
Walnut,2015,17633976,30257,583
Walnut,2014,18140451,30112,602
