2019,2.1743920283105,0.314796012899543,0.137064411643836
2018,2.25258273744292,0.323348811757991,0.138523965639269
2017,2.24514218458904,0.3202856706621,0.139619401940639
2016,2.24494036986301,0.325755152511416,0.139910849429224
2015,2.27106089497717,0.354927476712329,0.140954344977169
2014,2.28298553059361,0.389419395890411,0.141346775913242
2013,2.2474358663242,0.385196912899543,0.145686095205479
2012,2.24279406643836,0.372614779109589,0.144519452625571
2011,2.18282964977169,0.369984169977169,0.143902576712329
2010,2.18210600742009,0.369031289041096,0.144776269292237
2009,2.23300692968037,0.369748477511416,0.145992217694064
2008,2.28157315981735,0.372851831278539,0.155201175114155
2007,2.24256275045662,0.363044721461187,0.16096692043379
2006,2.21690935239726,0.363990398515982,0.163901545205479
2005,2.10811747248858,0.370246678082192,0.159868307305936
2004,2.10542742899543,0.361377068607306,0.167667816666667
2003,2.00245426792237,0.341877053424658,0.155706757420091
2002,1.91669274086758,0.344946102625571,0.161323321461187
2001,1.8663591390411,0.313208196004566,0.167579644863014
2000,2.05126382625571,0.327136921917808,0.17564259109589
1999,1.99015154783105,0.31169274109589,0.16965016803653
1998,1.87161328926941,0.31225311152968,0.159585153881279
1997,1.82415731358447,0.317789350228311,0.163510251369863
1996,1.75340010342466,0.304616584703196,0.155148481278539
1995,1.7007235663242,0.29564877043379,0.156232480821918
1994,1.68197301826484,0.292831999315068,0.148990999885845
1993,1.64630205810502,0.296948514155251,0.14979469303653
1992,1.65544651050228,0.293136165296804,0.147655332534247
1991,1.57183632545662,0.287771198972603,0.145206918949772
1990,1.6433761966895,0.283634073744292,0.146979906621005
