Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2020.08.26.01,906,371,203,276,2505,0,0,4230,2249,11625,8595,1579
2020.08.26.02,905,374,204,237,2440,0,0,4122,2250,10274,8866,1302
2020.08.26.03,906,375,204,237,2367,0,0,4059,2252,9424,8514,1380
2020.08.26.04,907,367,202,235,2193,0,0,3875,2255,8986,9316,869
2020.08.26.05,909,366,202,235,2119,0,0,3791,2255,9052,9260,882
2020.08.26.06,908,368,202,237,2041,0,0,3719,2257,9717,9255,1109
2020.08.26.07,909,367,200,264,1938,180,0,3817,2257,10254,9287,1720
2020.08.26.08,907,366,200,258,1702,3076,97,6398,2257,10985,7535,1314
2020.08.26.09,902,365,193,221,1512,7086,254,10371,2258,10118,5984,984
2020.08.26.10,899,366,192,219,1345,9239,332,12537,2257,10298,4550,873
2020.08.26.11,896,367,193,220,1152,10065,363,13236,2256,10914,4369,849
2020.08.26.12,892,375,193,263,1070,10081,369,13257,2255,11860,4769,1158
2020.08.26.13,886,373,193,261,1176,9878,359,13127,2257,14059,4677,1209
2020.08.26.14,888,371,191,259,1314,9899,356,13267,2258,15345,4422,1807
2020.08.26.15,888,374,193,275,1662,9777,347,13497,2258,16792,3664,2471
2020.08.26.16,889,374,195,300,2525,9555,338,14159,2260,17327,3367,2655
2020.08.26.17,893,366,199,313,3106,8552,306,13781,2261,17581,3958,2894
2020.08.26.18,897,361,200,312,3780,6104,232,12040,2261,18267,5018,3347
2020.08.26.19,900,371,201,290,4103,2064,79,8199,2261,19757,5906,4045
2020.08.26.20,905,376,206,287,4118,50,4,5967,2260,20005,6361,4015
2020.08.26.21,908,376,207,281,4046,0,0,5786,2260,18785,6770,3676
2020.08.26.22,911,377,206,265,4063,0,0,5783,2260,16356,7530,3098
2020.08.26.23,913,374,206,253,3948,0,0,5659,2260,13779,8000,2511
2020.08.26.24,914,365,206,247,3993,0,0,5682,2259,11290,8009,2205
