Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2018.06.19.01,983,337,237,360,4107,0,0,6024,2277,3976,8504,2722
2018.06.19.02,984,334,237,360,4122,0,0,6037,2278,3742,7969,2451
2018.06.19.03,984,334,237,363,3912,0,0,4846,2279,4230,7940,2442
2018.06.19.04,984,337,237,359,3714,0,0,5631,2279,3343,8066,2454
2018.06.19.05,972,340,237,361,3535,0,0,5445,2279,3690,7860,2526
2018.06.19.06,972,351,238,398,3223,0,0,5182,2279,4125,8564,2605
2018.06.19.07,971,365,235,432,2708,1614,88,6413,2279,4339,8351,2678
2018.06.19.08,969,360,235,446,1950,5408,334,9702,2278,4044,6766,2665
2018.06.19.09,966,365,235,435,1349,8043,542,11935,2278,3499,5733,2648
2018.06.19.10,963,373,236,376,827,9086,594,12455,2279,3549,5343,2600
2018.06.19.11,916,366,236,364,581,9695,614,12772,2278,3705,5220,2561
2018.06.19.12,934,374,234,367,581,10006,636,13132,2277,3886,4920,2607
2018.06.19.13,928,368,235,387,588,10030,646,13182,2277,4447,4903,2645
2018.06.19.14,925,363,235,391,652,10002,641,13209,2278,4988,5318,2656
2018.06.19.15,891,373,233,391,802,9859,640,13189,2279,5670,5775,2619
2018.06.19.16,921,374,211,384,1079,9450,639,13058,2279,6687,6189,2694
2018.06.19.17,923,383,205,402,1962,8734,631,13240,2279,7142,6483,2939
2018.06.19.18,928,382,214,472,2714,7478,592,12780,2280,7793,6770,3117
2018.06.19.19,957,376,233,577,3450,4635,425,10653,2280,8817,7798,3495
2018.06.19.20,965,375,237,601,4030,1064,93,7365,2281,10151,8938,3870
2018.06.19.21,968,379,237,574,4354,0,1,6513,2280,9473,10094,3875
2018.06.19.22,972,365,237,477,4331,0,0,6382,2279,8686,10207,3620
2018.06.19.23,976,348,235,414,4095,0,0,6068,2278,7857,9469,3071
2018.06.19.24,979,339,236,357,3840,0,0,5751,2279,6702,8665,2950
