Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2019.03.04.01,983,245,232,490,2628,0,0,4578,1131,7872,3130,2951
2019.03.04.02,983,244,232,489,2491,0,0,4439,1131,7383,3141,3132
2019.03.04.03,984,242,232,490,2487,0,0,3451,1131,8399,2872,3094
2019.03.04.04,984,227,233,489,2647,0,0,4580,1131,7394,2815,3030
2019.03.04.05,984,215,233,491,2456,0,0,4379,1131,8231,2618,3260
2019.03.04.06,983,217,232,537,2019,0,0,3988,1131,9586,2769,3629
2019.03.04.07,984,220,232,577,2077,281,0,4371,1131,10996,3269,3556
2019.03.04.08,985,218,229,543,2181,2987,46,7189,1132,9795,2620,3424
2019.03.04.09,983,219,228,488,2207,5768,185,10078,1132,7331,2119,3145
2019.03.04.10,980,233,227,483,1897,7368,241,11429,1131,6414,1356,3088
2019.03.04.11,979,239,227,432,1434,7722,239,11272,1131,6787,1370,3017
2019.03.04.12,978,246,220,443,910,8054,219,11070,1131,7097,1634,2790
2019.03.04.13,977,245,226,444,682,8467,223,11264,1131,6829,1542,2945
2019.03.04.14,975,244,228,444,746,7988,204,10829,1130,6803,1995,2911
2019.03.04.15,974,245,228,446,631,7105,188,9817,1130,7301,2184,2987
2019.03.04.16,977,245,228,483,712,5890,171,8706,1130,8250,2505,3024
2019.03.04.17,978,247,227,500,1042,3425,149,6568,1130,9635,3503,3432
2019.03.04.18,979,247,228,572,1017,364,12,3419,1131,12637,4539,3973
2019.03.04.19,980,235,228,573,776,0,0,2792,1131,15085,4341,4239
2019.03.04.20,981,219,227,570,626,0,0,2623,1131,14937,4456,4306
2019.03.04.21,981,217,228,536,345,0,0,2307,1131,14053,4876,4379
2019.03.04.22,981,219,229,511,195,0,0,2135,1131,12891,5291,3971
2019.03.04.23,982,217,226,488,151,0,0,2064,1132,12135,4550,3764
2019.03.04.24,982,215,208,459,215,0,0,2079,1132,11335,4073,3532
