Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2019.06.23.01,894,410,214,463,2337,0,0,4318,2266,4576,8151,4134
2019.06.23.02,896,414,214,475,2114,0,0,4113,2267,3989,7887,4047
2019.06.23.03,896,419,216,478,1821,0,0,2934,2268,4208,8139,3958
2019.06.23.04,897,419,217,482,1503,0,0,3518,2269,3300,7889,3976
2019.06.23.05,898,421,217,531,1369,0,0,3436,2270,2949,8206,3773
2019.06.23.06,899,419,217,581,1105,0,0,3221,2270,3225,8098,3834
2019.06.23.07,898,420,216,594,759,1725,95,4707,2268,2783,7011,3726
2019.06.23.08,897,416,217,484,391,5831,321,8557,2265,1560,5381,3151
2019.06.23.09,893,420,216,468,235,8465,478,11175,2263,1339,3654,2983
2019.06.23.10,892,410,216,464,233,9514,525,12254,2264,1182,3249,2894
2019.06.23.11,890,406,213,465,361,10094,534,12963,2263,1043,3081,2941
2019.06.23.12,889,404,212,467,450,10435,537,13394,2263,909,3334,3100
2019.06.23.13,888,406,210,462,454,10507,537,13464,2267,1079,3602,3130
2019.06.23.14,886,405,212,494,515,10552,537,13601,2269,1435,3893,3378
2019.06.23.15,884,408,212,495,699,10430,535,13663,2269,1910,4555,3574
2019.06.23.16,881,410,211,533,1122,10034,537,13728,2269,2892,5245,3464
2019.06.23.17,881,417,208,586,1701,9361,531,13685,2265,4154,4914,3970
2019.06.23.18,884,417,211,634,2290,8080,488,13004,2263,5285,5742,4265
2019.06.23.19,883,420,211,700,2479,5055,361,10109,2261,7828,6561,4723
2019.06.23.20,886,420,214,699,2376,1205,96,5896,2261,9925,8124,5215
2019.06.23.21,889,420,213,696,2454,0,1,4673,2262,10438,8686,4986
2019.06.23.22,893,420,209,667,2619,0,0,4808,2263,9396,8859,4615
2019.06.23.23,894,419,207,615,2852,0,0,4987,2263,7602,8372,4417
2019.06.23.24,896,419,212,501,3328,0,0,5356,2264,5590,7929,4087
