Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2019.12.18.01,756,310,214,287,941,0,0,2484,1140,10830,6427,1847
2019.12.18.02,756,314,214,280,760,0,0,2302,1140,10195,6488,1725
2019.12.18.03,757,317,214,281,641,0,0,2187,1140,10189,6219,1673
2019.12.18.04,756,314,214,282,447,0,0,1988,1140,10260,6227,1785
2019.12.18.05,755,321,214,284,459,0,0,2007,1141,10824,6071,2038
2019.12.18.06,755,329,214,333,515,0,0,2118,1140,11542,6505,2506
2019.12.18.07,754,338,214,329,550,0,0,2185,1152,12213,7867,3028
2019.12.18.08,752,337,213,328,587,1160,0,3378,1173,12617,7654,2934
2019.12.18.09,744,338,211,272,525,2985,0,5074,1233,11888,7056,2490
2019.12.18.10,742,335,210,262,587,3913,0,6049,1255,11636,6104,2287
2019.12.18.11,742,331,209,261,439,4279,0,6261,1293,11443,5518,2198
2019.12.18.12,742,326,209,255,436,4787,0,6756,1293,11306,5029,1502
2019.12.18.13,741,313,209,253,430,4255,0,6201,1319,11406,4964,1406
2019.12.18.14,743,306,209,255,417,4060,0,5990,1292,11799,4704,1353
2019.12.18.15,745,307,210,263,471,3523,0,5519,1294,12350,4981,1376
2019.12.18.16,745,296,215,290,539,2629,0,4714,1301,12969,5159,1990
2019.12.18.17,746,318,216,321,577,265,0,2443,1303,13920,7070,3027
2019.12.18.18,747,323,218,366,723,0,0,2342,1302,14767,8324,3356
2019.12.18.19,747,329,219,370,829,0,0,2459,1304,14754,8319,3487
2019.12.18.20,748,341,219,371,1088,0,0,2731,1301,13933,8693,3291
2019.12.18.21,748,344,223,320,1421,0,0,3021,1304,13424,8277,3239
2019.12.18.22,750,341,220,314,1156,0,0,2739,1303,12759,8161,3185
2019.12.18.23,752,330,218,314,1199,0,0,2771,1304,11596,7545,2920
2019.12.18.24,751,311,218,271,1198,0,0,2709,1303,10729,7014,2392
