Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2020.09.14.01,909,283,213,171,1203,0,0,2751,2248,9790,7550,851
2020.09.14.02,910,291,214,172,1198,0,0,2754,2247,8936,7915,581
2020.09.14.03,912,293,214,173,1117,0,0,2679,2245,8684,7774,480
2020.09.14.04,909,293,215,173,1089,0,0,2646,2246,8353,7809,469
2020.09.14.05,911,300,214,174,989,0,0,2558,2246,8657,7757,585
2020.09.14.06,914,309,215,172,974,0,0,2544,2247,9059,7757,997
2020.09.14.07,914,330,212,171,954,45,0,2608,2245,8990,9082,1202
2020.09.14.08,915,333,212,164,935,1695,43,4153,2248,9254,8785,971
2020.09.14.09,912,334,210,160,800,4834,197,7310,2251,8878,7369,528
2020.09.14.10,906,333,208,121,584,7419,272,9751,2251,8193,5828,433
2020.09.14.11,902,331,209,161,320,8823,310,11009,2247,7656,5109,488
2020.09.14.12,898,327,200,164,269,9331,325,11503,2246,7826,5028,489
2020.09.14.13,897,332,198,164,315,9509,338,11747,2245,8463,5377,492
2020.09.14.14,897,345,198,161,324,9372,336,11644,2245,9712,5696,660
2020.09.14.15,896,344,198,160,236,9224,262,11346,2246,11418,5837,1038
2020.09.14.16,895,345,203,164,180,8283,223,10369,2244,12208,7469,1319
2020.09.14.17,895,348,211,206,151,6518,142,8596,2244,13777,8389,1713
2020.09.14.18,899,345,211,181,344,3267,55,5476,2245,15726,9298,2570
2020.09.14.19,904,345,211,205,617,471,0,2821,2246,16520,10241,2816
2020.09.14.20,908,347,212,222,893,0,0,2534,2247,16462,10216,2689
2020.09.14.21,912,346,211,214,1128,0,0,2764,2245,14932,10224,2552
2020.09.14.22,912,344,211,180,1224,0,0,2835,2245,13925,9626,2025
2020.09.14.23,914,324,210,173,1192,0,0,2774,2247,13170,8245,1730
2020.09.14.24,917,317,210,172,1176,0,0,2750,2245,12289,7593,1192
