Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2019.10.21.01,971,354,224,248,1246,0,0,3001,1135,7952,6965,1296
2019.10.21.02,971,346,224,244,1138,0,0,2881,1135,7307,7126,1220
2019.10.21.03,971,342,223,227,999,0,0,2722,1136,7329,6873,1215
2019.10.21.04,966,343,224,246,820,0,0,2558,1136,7691,6521,1244
2019.10.21.05,973,344,223,243,744,0,0,2487,1136,8125,6517,1422
2019.10.21.06,974,352,222,238,821,0,0,2565,1136,9049,6605,1736
2019.10.21.07,974,368,204,244,804,0,0,2556,1137,9729,7667,2409
2019.10.21.08,975,370,219,246,655,1146,0,3611,1138,9695,8110,2359
2019.10.21.09,964,372,221,231,598,5238,16,7640,1138,8408,6206,1654
2019.10.21.10,956,371,220,226,630,8168,171,10743,1138,6977,4890,1409
2019.10.21.11,961,369,221,207,737,8770,267,11531,1138,6858,4404,1370
2019.10.21.12,959,369,217,226,1021,8991,322,12104,1137,7042,3934,1330
2019.10.21.13,960,373,216,225,1316,9135,364,12589,1137,7129,3945,1223
2019.10.21.14,960,372,214,223,1474,9153,356,12752,1136,8038,3681,1302
2019.10.21.15,958,368,213,221,1455,9215,347,12777,1135,8471,4155,1493
2019.10.21.16,958,362,216,225,1441,8774,309,12286,1134,9570,4617,1713
2019.10.21.17,962,365,213,242,1265,6499,231,9777,1134,11309,5749,2449
2019.10.21.18,966,366,214,264,871,1946,56,4682,1135,14050,8105,2982
2019.10.21.19,970,366,213,278,786,9,0,2622,1135,15679,8406,3221
2019.10.21.20,971,374,218,278,716,0,0,2518,1133,15215,8644,3139
2019.10.21.21,971,377,218,256,775,0,0,2559,1135,14249,8278,3007
2019.10.21.22,973,363,218,243,520,0,0,2277,1135,13796,7829,2489
2019.10.21.23,972,346,217,242,532,0,0,2270,1136,12460,7276,2210
2019.10.21.24,973,339,218,241,471,0,0,2202,1137,10991,7139,1870
