Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2018.07.27.01,991,346,231,371,3724,0,0,5663,2275,10484,8070,3160
2018.07.27.02,994,358,231,370,3622,0,0,5575,2275,9015,7968,3006
2018.07.27.03,995,368,232,358,3373,0,0,4331,2274,9516,7476,2927
2018.07.27.04,996,368,233,359,3166,0,0,5122,2274,8569,7001,2783
2018.07.27.05,997,372,234,358,2882,0,0,4843,2273,8792,7284,2712
2018.07.27.06,998,379,235,355,2630,0,0,4597,2272,9266,8189,2592
2018.07.27.07,998,394,234,392,2410,508,0,4936,2272,9533,8738,2901
2018.07.27.08,996,395,234,342,1899,3225,79,7170,2273,9246,8388,2757
2018.07.27.09,992,393,233,304,1356,6220,264,9762,2273,9232,7028,2538
2018.07.27.10,986,389,232,341,1115,7945,437,11445,2274,9159,6602,2816
2018.07.27.11,977,377,231,336,955,8850,488,12214,2274,10298,6225,2982
2018.07.27.12,951,385,232,404,843,9386,570,12771,2274,11667,6043,2863
2018.07.27.13,945,382,234,446,887,9579,597,13070,2272,12879,5646,3129
2018.07.27.14,942,391,233,468,1094,9502,420,13050,2270,14912,5106,3516
2018.07.27.15,939,391,231,496,1498,8993,267,12815,2270,17167,4592,3788
2018.07.27.16,937,394,232,558,2131,8794,261,13307,2271,18170,4565,3883
2018.07.27.17,938,434,232,603,2802,7895,364,13268,2272,18209,5227,4281
2018.07.27.18,941,482,231,634,3161,6254,467,12170,2272,18382,6033,4548
2018.07.27.19,916,454,236,662,3361,3302,222,9153,2273,19625,6895,4634
2018.07.27.20,944,440,239,624,3629,569,13,6458,2274,19712,8072,4408
2018.07.27.21,981,393,239,607,3755,0,0,5975,2275,18105,8920,4341
2018.07.27.22,981,388,238,576,3646,0,0,5829,2275,15908,9733,4175
2018.07.27.23,982,374,238,571,3592,0,0,5757,2275,13401,9909,3576
2018.07.27.24,985,366,238,464,3464,0,0,5517,2276,11272,9653,3274
