Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2021.04.23.01,963,234,214,182,5656,0,0,7216,1146,6905,5416,914
2021.04.23.02,964,233,209,182,5478,0,0,7038,1146,6447,5296,873
2021.04.23.03,962,234,215,182,5319,0,0,6872,1146,6523,4977,819
2021.04.23.04,963,245,219,194,5178,0,0,6768,1146,6634,4813,825
2021.04.23.05,964,257,220,225,5012,0,0,6649,1146,6977,4861,1024
2021.04.23.06,963,263,220,243,4576,0,0,6237,1146,7683,5170,1589
2021.04.23.07,963,262,220,291,4217,759,0,6605,1147,8174,5568,1796
2021.04.23.08,962,258,220,248,3381,5635,154,10620,1147,7482,3308,1541
2021.04.23.09,961,256,220,186,2543,9998,278,14336,1146,6176,1816,790
2021.04.23.10,959,253,219,179,2208,11603,296,15683,1146,5180,1563,427
2021.04.23.11,954,254,218,178,1905,12330,311,16122,1146,4328,1281,520
2021.04.23.12,952,252,217,175,2043,12659,321,16583,1146,3762,663,604
2021.04.23.13,948,253,217,138,2781,12467,321,17114,1145,3659,-462,588
2021.04.23.14,949,257,217,138,3154,12617,320,17615,1145,3602,-634,313
2021.04.23.15,949,265,217,137,3715,12631,319,18218,1145,3793,-922,-28
2021.04.23.16,949,268,221,143,4333,12233,319,18461,1145,4004,-1538,127
2021.04.23.17,948,271,221,179,4541,11232,389,17832,1145,5090,-1299,183
2021.04.23.18,949,266,221,190,4958,9220,341,16314,1146,5737,279,499
2021.04.23.19,955,258,222,247,5043,3623,164,10811,1146,7059,3725,1811
2021.04.23.20,959,262,223,305,5098,185,0,7093,1146,9180,6060,2158
2021.04.23.21,964,263,222,306,4998,0,0,6710,1146,9756,6124,2264
2021.04.23.22,969,270,221,219,4782,0,0,6443,1145,9604,5920,2187
2021.04.23.23,970,274,221,184,4629,0,0,6248,1146,8886,5895,1783
2021.04.23.24,971,271,222,181,4650,0,0,6259,1146,8373,5490,1245
