Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2020.01.21.01,875,330,214,185,1391,0,0,2976,2273,7593,6986,1240
2020.01.21.02,800,331,215,144,1409,0,0,2878,2273,7273,6678,1160
2020.01.21.03,768,330,215,146,1464,0,0,2903,2273,7159,6325,1161
2020.01.21.04,720,328,215,147,1421,0,0,2810,2274,7238,6316,1156
2020.01.21.05,664,329,216,147,1675,0,0,3010,2274,7455,6440,1194
2020.01.21.06,664,334,215,187,1928,0,0,3307,2274,7879,6800,1753
2020.01.21.07,667,340,215,197,2003,0,0,3401,2274,8479,8210,2264
2020.01.21.08,669,341,215,197,2032,766,0,4220,2273,9600,7722,2265
2020.01.21.09,669,346,210,188,1963,3342,0,6718,2274,8503,6817,1542
2020.01.21.10,668,341,206,180,1639,4511,0,7544,2274,8062,6161,1284
2020.01.21.11,666,333,199,182,1470,5565,0,8414,2273,7732,5149,1117
2020.01.21.12,667,350,202,175,1630,6807,0,9831,2275,7052,4037,1165
2020.01.21.13,666,358,205,179,1599,6830,0,9838,2274,6873,4363,1133
2020.01.21.14,665,358,207,180,2599,6592,0,10602,2272,6507,3925,1202
2020.01.21.15,664,360,207,181,2879,5516,0,9807,2272,6486,4697,1197
2020.01.21.16,665,365,207,185,2678,4430,0,8530,2272,7534,4894,1473
2020.01.21.17,667,375,208,232,2477,1200,0,5159,2272,8610,7378,2483
2020.01.21.18,669,368,211,281,2582,0,0,4093,2273,9085,9501,3015
2020.01.21.19,671,367,211,278,2537,0,0,4042,2274,9291,9628,3217
2020.01.21.20,672,366,212,280,2594,0,0,4101,2273,9017,9506,3076
2020.01.21.21,678,369,212,241,2607,0,0,4083,2273,9135,8943,2634
2020.01.21.22,681,372,213,218,2811,0,0,4272,2273,8271,8511,2401
2020.01.21.23,684,358,214,190,2570,0,0,3990,2271,8251,7702,1684
2020.01.21.24,685,356,214,153,2350,0,0,3734,2271,7679,7248,1316
