Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2020.09.26.01,954,341,213,216,3953,0,0,5661,2180,5849,9186,1296
2020.09.26.02,954,339,219,214,3634,0,0,5335,2182,4956,9595,909
2020.09.26.03,954,339,219,210,3441,0,0,5128,2184,4718,9261,802
2020.09.26.04,955,339,218,167,3221,0,0,4882,2184,4337,9437,761
2020.09.26.05,956,341,219,165,2797,0,0,4450,2184,4411,9668,766
2020.09.26.06,957,357,219,203,2781,0,0,4466,2180,4409,9980,725
2020.09.26.07,937,370,219,197,2817,13,0,4547,2178,4427,10292,865
2020.09.26.08,937,371,218,178,2588,2242,70,6389,2177,4596,9048,571
2020.09.26.09,935,370,216,141,2553,6634,299,10981,2176,3985,6488,56
2020.09.26.10,928,367,214,138,2016,8809,369,12804,2175,3578,5078,126
2020.09.26.11,925,362,216,117,1527,9765,391,13293,2174,3580,4544,172
2020.09.26.12,941,361,216,158,1162,10036,400,13281,2173,3708,4756,187
2020.09.26.13,944,367,216,177,954,9981,402,13049,2172,4096,5638,205
2020.09.26.14,941,369,216,200,1168,9820,402,13105,2174,4770,6099,354
2020.09.26.15,938,371,216,208,1494,9606,393,13232,2174,5481,6016,988
2020.09.26.16,937,370,216,220,1775,8930,358,12841,2174,6860,6681,1198
2020.09.26.17,938,370,216,226,2415,7323,295,11881,2175,8464,7225,1417
2020.09.26.18,940,370,216,273,2806,3437,157,8423,2175,10371,8915,2061
2020.09.26.19,943,368,217,275,3041,320,28,5257,2171,11822,9948,2432
2020.09.26.20,945,363,219,241,3173,0,28,4934,2168,11950,10040,2374
2020.09.26.21,946,356,218,222,3273,0,28,5017,2168,10757,10151,2023
2020.09.26.22,950,351,217,222,3240,0,28,4973,2169,10807,9202,1554
2020.09.26.23,952,337,217,222,3213,0,29,4953,2170,9230,9565,1161
2020.09.26.24,944,312,217,213,3014,0,28,4717,2171,7832,9597,950
