Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2018.08.12.01,973,369,236,327,3315,0,0,5220,2264,8869,9602,2932
2018.08.12.02,974,369,236,295,2939,0,0,4813,2264,7812,9944,2550
2018.08.12.03,975,366,236,291,2343,0,0,3236,2263,8068,10095,2658
2018.08.12.04,977,369,237,253,1883,0,0,3719,2263,6979,10139,2477
2018.08.12.05,977,371,236,253,1858,0,0,3695,2263,6854,9896,2372
2018.08.12.06,978,381,236,282,1522,0,0,3399,2259,6868,10274,2360
2018.08.12.07,978,389,237,253,1396,274,0,3527,2255,6860,10188,2308
2018.08.12.08,974,388,237,254,1207,2545,0,5605,2256,6719,8958,2270
2018.08.12.09,968,389,238,255,788,5502,28,8168,2257,6684,7501,2192
2018.08.12.10,965,383,239,253,560,7119,62,9581,2259,6779,7145,2214
2018.08.12.11,963,381,237,289,511,8361,127,10869,2261,7210,6823,2218
2018.08.12.12,958,388,237,293,486,8829,105,11296,2259,7973,7296,2268
2018.08.12.13,955,388,237,296,474,9154,127,11631,2257,8494,7968,2214
2018.08.12.14,953,389,236,296,689,9123,240,11926,2255,9363,8290,2299
2018.08.12.15,950,388,237,296,1078,9081,195,12225,2254,11069,7442,2895
2018.08.12.16,950,387,235,292,1583,8101,100,11648,2248,12296,8076,3203
2018.08.12.17,954,387,235,350,2277,7559,62,11824,2245,12760,8176,3565
2018.08.12.18,956,387,236,423,2788,5797,5,10592,2245,13370,9085,3866
2018.08.12.19,949,389,237,545,2969,2501,0,7590,2247,14947,10288,4036
2018.08.12.20,953,390,237,527,2902,219,0,5228,2248,15167,11158,4048
2018.08.12.21,958,389,238,526,3351,0,0,5462,2250,14253,11230,3888
2018.08.12.22,962,391,237,446,3519,0,0,5555,2252,12754,10852,3647
2018.08.12.23,966,380,236,377,3242,0,0,5201,2256,11644,9962,3024
2018.08.12.24,968,371,237,333,3131,0,0,5040,2258,10132,8977,2776
