Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2018.06.30.01,992,319,239,319,4302,0,0,6171,2270,6158,8100,2447
2018.06.30.02,992,318,240,322,4225,0,0,6097,2269,5119,8054,2310
2018.06.30.03,992,319,241,282,3819,0,0,4661,2269,5532,8106,2306
2018.06.30.04,994,325,240,280,3309,0,0,5148,2267,5848,6647,2428
2018.06.30.05,1000,329,240,312,2778,0,0,4659,2266,5802,7183,2368
2018.06.30.06,1001,335,239,318,2318,0,0,4211,2264,6117,7486,2441
2018.06.30.07,1000,348,239,319,1787,1348,64,5105,2263,5566,7536,2371
2018.06.30.08,997,350,224,318,1457,5029,275,8650,2265,4335,6236,2302
2018.06.30.09,993,350,222,320,1290,7729,498,11402,2268,3715,5199,2204
2018.06.30.10,990,345,223,340,1263,8913,570,12644,2268,3886,4349,2219
2018.06.30.11,988,337,223,341,1237,9572,594,13292,2266,4340,3831,2198
2018.06.30.12,988,342,223,339,1336,9912,605,13745,2263,4652,3796,2203
2018.06.30.13,985,341,221,342,1219,9991,602,13701,2263,5499,3935,2262
2018.06.30.14,984,342,221,342,959,9974,599,13421,2262,7070,3485,2367
2018.06.30.15,984,341,224,337,752,9802,595,13035,2263,8384,3623,2576
2018.06.30.16,985,341,224,345,682,9384,592,12553,2262,9712,3777,2654
2018.06.30.17,984,342,222,433,783,8684,571,12019,2257,11078,3847,2895
2018.06.30.18,985,342,222,538,1436,7396,508,11427,2258,11146,4788,3320
2018.06.30.19,987,341,224,582,2343,4546,356,9379,2261,11929,5727,3782
2018.06.30.20,986,352,221,584,3059,1083,56,6341,2263,12859,6677,4441
2018.06.30.21,986,369,222,584,3292,23,0,5476,2261,12946,7153,4251
2018.06.30.22,991,368,223,551,3559,0,0,5692,2261,11618,7781,3873
2018.06.30.23,992,351,226,466,4115,0,0,6150,2264,10607,7144,2970
2018.06.30.24,991,346,226,392,4177,0,0,6132,2267,9103,6675,2752
