Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2020.07.11.01,907,335,224,333,2444,0,0,4202,2266,10287,9486,1769
2020.07.11.02,909,335,225,322,2339,0,0,4099,2267,8472,9677,1639
2020.07.11.03,910,336,226,289,2183,0,0,3915,2268,7221,9887,1618
2020.07.11.04,909,338,226,285,1991,0,0,3728,2269,6831,9662,1483
2020.07.11.05,911,329,226,294,1611,0,0,3335,2270,6934,9488,1489
2020.07.11.06,913,328,225,334,1648,0,0,3405,2269,6529,9529,1660
2020.07.11.07,913,330,215,327,1529,1236,0,4421,2269,6573,8314,1638
2020.07.11.08,909,335,215,288,1144,5274,16,7984,2270,5790,6369,1475
2020.07.11.09,899,336,215,286,688,8476,257,11057,2269,5746,4641,1303
2020.07.11.10,894,327,213,287,408,9506,353,11971,2268,6998,4006,1145
2020.07.11.11,890,323,221,287,351,9816,269,12138,2266,7963,4820,1118
2020.07.11.12,888,324,222,287,410,10352,345,12817,2266,8562,5309,1192
2020.07.11.13,884,324,222,331,517,10023,354,12677,2266,10591,5066,1656
2020.07.11.14,869,328,220,333,658,9780,236,12420,2267,12785,4749,2378
2020.07.11.15,866,328,218,333,909,10030,310,12959,2267,14407,4445,2588
2020.07.11.16,869,330,217,334,1190,9774,323,13025,2269,16341,4308,2727
2020.07.11.17,875,341,217,341,1675,9530,314,13320,2271,18135,3569,2862
2020.07.11.18,876,307,219,355,2011,8112,289,12254,2270,19629,3716,3276
2020.07.11.19,878,315,220,398,2281,4964,195,9453,2268,21125,4800,3788
2020.07.11.20,884,317,219,400,2570,1193,33,5754,2268,22024,6097,4233
2020.07.11.21,890,316,221,354,2838,0,0,4565,2268,21932,6009,3761
2020.07.11.22,895,317,224,349,3439,0,0,5183,2269,19352,6429,3255
2020.07.11.23,900,314,224,341,3302,0,0,5035,2269,15767,8075,2458
2020.07.11.24,902,313,224,340,3243,0,0,4991,2267,12471,8782,2205
