Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2021.01.12.01,875,330,215,123,784,0,0,2295,1141,8465,8965,492
2021.01.12.02,867,333,214,122,718,0,0,2216,1140,8179,8725,448
2021.01.12.03,867,334,215,123,684,0,0,2185,1140,8064,8548,437
2021.01.12.04,867,336,215,123,617,0,0,2121,1140,8145,8494,437
2021.01.12.05,783,337,215,127,538,0,0,1968,1140,8660,8687,477
2021.01.12.06,819,336,214,135,420,0,0,1884,1141,9587,9111,616
2021.01.12.07,832,334,216,137,402,0,0,1890,1141,10352,10126,1005
2021.01.12.08,836,333,216,136,386,1480,0,3218,1141,10519,9825,1110
2021.01.12.09,855,333,211,135,396,5606,34,7375,1141,8552,8163,832
2021.01.12.10,850,332,211,126,479,7310,134,9416,1142,7203,7284,560
2021.01.12.11,852,331,209,120,422,7265,219,9439,1142,6815,7163,448
2021.01.12.12,855,329,213,80,452,6739,241,8936,1143,6521,7432,463
2021.01.12.13,858,333,215,80,464,6612,185,8775,1142,6427,7290,503
2021.01.12.14,860,323,216,85,429,5088,28,7132,1142,7193,7976,614
2021.01.12.15,859,317,216,95,409,4181,0,6086,1142,8205,8278,643
2021.01.12.16,858,310,216,128,410,3387,0,5409,1142,9466,8433,534
2021.01.12.17,857,315,216,137,448,734,0,2810,1145,11328,9225,1044
2021.01.12.18,853,311,216,184,418,0,0,1973,1157,12688,10189,1644
2021.01.12.19,848,311,216,169,617,0,0,2133,1200,12449,10295,1639
2021.01.12.20,853,313,218,139,835,0,0,2315,1255,11843,9864,1707
2021.01.12.21,860,310,213,136,965,0,0,2442,1304,11110,9858,1378
2021.01.12.22,859,311,215,134,1285,0,0,2741,1376,10275,9725,868
2021.01.12.23,859,313,216,121,1528,0,0,3001,1374,8735,9700,687
2021.01.12.24,856,311,217,118,1316,0,0,2802,1333,8017,9232,645
