Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2020.05.09.01,912,339,214,288,2555,0,0,4274,2273,4913,9536,2455
2020.05.09.02,914,338,219,287,2541,0,0,4265,2272,4472,9258,2055
2020.05.09.03,911,337,219,288,2222,0,0,3945,2272,3705,9538,1929
2020.05.09.04,915,341,219,288,2149,0,0,3877,2271,3317,9512,1830
2020.05.09.05,915,341,219,289,1988,0,0,3717,2269,3058,9679,1903
2020.05.09.06,889,339,219,288,1738,0,0,3444,2269,3069,9800,2174
2020.05.09.07,861,336,220,295,1994,1118,0,4825,2268,2681,8721,2093
2020.05.09.08,858,335,219,294,1880,5268,117,8971,2267,1932,5870,1521
2020.05.09.09,874,336,219,292,1343,8202,186,11453,2269,2102,3545,1335
2020.05.09.10,860,327,219,297,1008,9632,229,12572,2271,2158,2184,1341
2020.05.09.11,861,317,217,299,543,10341,293,12872,2271,2105,1789,1411
2020.05.09.12,861,320,217,303,547,10740,290,13278,2272,2215,1676,1493
2020.05.09.13,859,314,217,307,612,10862,314,13484,2273,2408,2015,1508
2020.05.09.14,860,320,217,310,823,10907,351,13788,2272,2426,2670,1523
2020.05.09.15,855,323,217,307,1358,10676,368,14104,2272,2642,3369,1552
2020.05.09.16,851,324,217,309,1688,10233,367,13990,2272,3097,4314,1681
2020.05.09.17,868,339,218,318,1785,9423,351,13301,2272,3953,5148,2264
2020.05.09.18,869,344,218,323,2167,7288,303,11512,2271,4902,6578,2881
2020.05.09.19,868,334,218,325,2218,3319,167,7448,2270,7081,8136,3879
2020.05.09.20,896,331,218,333,2346,377,0,4501,2270,8889,8793,4248
2020.05.09.21,898,328,218,335,2474,0,0,4229,2269,8548,9277,4238
2020.05.09.22,904,330,218,323,2646,0,0,4395,2269,7263,9344,3956
2020.05.09.23,908,326,216,315,2645,0,0,4384,2269,6202,9321,3164
2020.05.09.24,910,327,218,307,2397,0,0,4124,2269,5126,9051,2917
