Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2018.09.25.01,1013,382,240,259,2430,8,0,4332,2261,7358,7166,2264
2018.09.25.02,1012,382,240,260,2281,0,0,4175,2261,6735,6880,2159
2018.09.25.03,1012,384,240,256,1902,0,0,2782,2261,7503,6804,2155
2018.09.25.04,1012,383,240,262,1384,0,0,3281,2259,6498,7059,2179
2018.09.25.05,1012,384,240,258,1016,0,0,2910,2258,6908,7440,2194
2018.09.25.06,1011,394,240,257,818,0,0,2720,2258,7429,8279,2377
2018.09.25.07,1013,410,239,258,698,0,0,2618,2260,8111,9900,2490
2018.09.25.08,1011,410,233,259,498,1952,65,4428,2261,7881,9363,2612
2018.09.25.09,1008,389,230,254,419,6161,345,8806,2263,6775,6827,2186
2018.09.25.10,1004,382,228,223,597,8248,515,11197,2264,5782,5742,2169
2018.09.25.11,1001,392,229,220,654,8991,552,12039,2263,5849,4907,2176
2018.09.25.12,976,398,228,254,675,9149,578,12258,2264,5769,4598,2116
2018.09.25.13,973,410,230,264,662,9130,616,12285,2264,5861,4569,2254
2018.09.25.14,972,407,231,262,578,9090,616,12156,2261,6514,4952,2374
2018.09.25.15,969,401,230,265,643,9060,616,12184,2259,7127,5334,2481
2018.09.25.16,969,406,232,266,695,8612,594,11774,2258,8131,6122,2518
2018.09.25.17,967,410,231,265,752,7449,544,10618,2257,9249,6946,2890
2018.09.25.18,964,404,231,266,780,3935,377,6957,2257,11001,8859,3486
2018.09.25.19,988,396,231,305,833,447,40,3240,2258,12849,10413,3707
2018.09.25.20,994,397,237,303,1113,0,0,3044,2260,13181,10760,3674
2018.09.25.21,994,399,239,305,1207,0,0,3144,2262,12367,11007,3143
2018.09.25.22,998,400,238,273,1201,0,0,3110,2263,11001,10589,2939
2018.09.25.23,1000,378,237,265,1231,0,0,3111,2263,10366,9115,2658
2018.09.25.24,1002,368,237,266,1204,0,0,3077,2263,9032,8414,2515
