Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2020.09.07.01,892,363,178,258,2438,0,0,4108,2259,13420,10596,1504
2020.09.07.02,894,359,179,255,2420,0,0,4086,2260,11488,10565,1274
2020.09.07.03,894,357,182,245,2465,0,0,4121,2256,10004,10542,1034
2020.09.07.04,895,360,184,233,2386,0,0,4049,2246,9377,10295,828
2020.09.07.05,898,360,184,196,2093,0,0,3730,2245,9253,10332,659
2020.09.07.06,899,361,184,196,1685,0,0,3316,2246,9525,10400,671
2020.09.07.07,899,366,184,229,1344,78,0,3094,2241,10169,10062,896
2020.09.07.08,898,366,180,195,970,1738,41,4264,2239,10288,9177,764
2020.09.07.09,893,369,185,168,835,4602,118,7035,2241,10236,7445,877
2020.09.07.10,889,369,189,164,728,6732,151,9154,2242,10592,6675,891
2020.09.07.11,885,365,190,215,771,7753,152,10290,2245,11318,6822,918
2020.09.07.12,883,367,189,228,1134,8243,112,11101,2248,12503,6576,1418
2020.09.07.13,882,369,185,235,2071,8698,102,12476,2249,13196,6316,1898
2020.09.07.14,880,373,191,242,2499,8851,126,13165,2250,14165,6214,2512
2020.09.07.15,881,372,197,285,2420,8237,74,12507,2251,15758,6464,3017
2020.09.07.16,881,371,195,255,3125,7104,15,11971,2252,16995,6336,3578
2020.09.07.17,873,363,194,252,3574,5343,12,10710,2254,17932,7104,3590
2020.09.07.18,882,361,197,258,3676,2895,0,8398,2253,18845,8514,3623
2020.09.07.19,889,363,199,255,3798,571,0,6144,2246,19320,9299,3727
2020.09.07.20,893,354,200,248,3769,0,0,5455,2246,18659,9520,3854
2020.09.07.21,892,324,200,209,3275,0,0,4880,2248,17781,9647,3527
2020.09.07.22,891,308,202,204,3350,0,0,4891,2251,16573,9132,3051
2020.09.07.23,892,300,202,194,4011,0,0,5531,2254,13240,9690,2235
2020.09.07.24,894,292,202,182,4292,0,0,5827,2255,10578,10097,1417
