Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2020.09.05.01,909,354,215,233,2017,0,0,3710,2264,10466,9677,1657
2020.09.05.02,911,352,213,231,1737,0,0,3442,2264,9143,10107,1239
2020.09.05.03,914,353,213,224,1209,0,0,2909,2263,8581,10088,1141
2020.09.05.04,915,356,216,189,754,0,0,2422,2261,8864,10012,890
2020.09.05.05,913,357,217,191,441,0,0,2105,2262,8888,10235,706
2020.09.05.06,914,357,216,194,188,0,0,1845,2260,9547,10007,667
2020.09.05.07,912,362,215,234,121,152,0,1956,2256,9184,9905,1035
2020.09.05.08,907,360,215,238,45,2745,0,4334,2253,9580,7649,825
2020.09.05.09,900,358,215,235,4,7115,60,8669,2252,10203,4166,530
2020.09.05.10,893,359,213,235,22,9338,296,11283,2251,10616,2743,474
2020.09.05.11,888,361,209,235,86,10052,368,12170,2252,11463,3474,380
2020.09.05.12,885,363,202,240,184,10419,368,12645,2253,12715,4658,523
2020.09.05.13,883,381,208,240,265,10408,343,12735,2256,14270,5684,967
2020.09.05.14,881,384,206,249,383,10247,347,12716,2258,16332,5605,1516
2020.09.05.15,879,385,203,288,459,9593,324,12152,2260,18963,5753,2060
2020.09.05.16,878,384,201,293,349,8367,218,10808,2261,21308,6430,2708
2020.09.05.17,883,384,199,295,251,6979,76,9126,2261,22852,7125,3504
2020.09.05.18,884,382,204,295,246,4944,15,7132,2261,23980,8542,3742
2020.09.05.19,884,379,193,315,401,1333,11,3660,2256,24988,9404,4250
2020.09.05.20,890,380,200,330,641,9,0,2441,2253,24676,9975,4013
2020.09.05.21,892,379,208,308,930,0,0,2681,2255,23754,9568,3501
2020.09.05.22,893,377,209,297,1024,0,0,2770,2256,22819,9005,2809
2020.09.05.23,895,366,208,289,1066,0,0,2797,2257,19413,9585,2755
2020.09.05.24,899,366,207,225,1031,0,0,2709,2258,16898,9598,2327
