Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2019.12.05.01,669,303,202,217,491,0,0,1882,1125,9289,8008,1295
2019.12.05.02,668,296,201,183,473,0,0,1821,1124,9002,7752,1161
2019.12.05.03,668,296,197,183,475,0,0,1819,1124,8928,7327,1145
2019.12.05.04,668,298,201,184,425,0,0,1776,1125,9108,7092,1112
2019.12.05.05,669,301,201,236,321,0,0,1728,1125,9576,7081,1222
2019.12.05.06,669,302,200,260,300,0,0,1731,1125,9933,7888,1634
2019.12.05.07,668,311,200,310,281,4,0,1774,1125,10956,8709,2164
2019.12.05.08,667,312,198,309,276,1463,0,3225,1126,11117,8190,2131
2019.12.05.09,665,310,200,306,320,3436,0,5237,1126,10745,6396,1801
2019.12.05.10,658,309,201,261,305,4847,6,6587,1125,10114,5103,1549
2019.12.05.11,675,293,202,241,363,5268,126,7168,1125,9852,4770,1235
2019.12.05.12,732,288,203,237,393,5346,201,7400,1125,9751,4722,942
2019.12.05.13,734,297,202,236,342,4985,239,7035,1125,10154,4920,906
2019.12.05.14,735,308,203,225,264,4163,188,6086,1124,10698,5785,1020
2019.12.05.15,734,311,204,266,219,3094,15,4843,1123,10668,6588,1622
2019.12.05.16,734,310,209,287,265,1503,12,3320,1123,11792,7267,2027
2019.12.05.17,736,308,209,301,264,93,0,1911,1122,13623,7842,2595
2019.12.05.18,733,308,211,354,266,0,0,1872,1122,15006,8020,2908
2019.12.05.19,721,309,213,354,305,0,0,1902,1122,14217,8594,3049
2019.12.05.20,723,289,209,320,343,0,0,1884,1123,14078,8408,2938
2019.12.05.21,737,282,213,313,413,0,0,1958,1123,13763,8305,2563
2019.12.05.22,736,284,214,312,491,0,0,2037,1122,12759,8401,2136
2019.12.05.23,736,278,214,280,542,0,0,2050,1121,11552,7896,1925
2019.12.05.24,735,290,211,236,400,0,0,1872,1122,10886,7426,1450
