01/25/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		896		356		213		197		1354		0		0		
	2		895		355		217		196		1692		0		0		
	3		894		350		218		195		2016		0		0		
	4		895		350		219		187		2206		0		0		
	5		896		346		219		189		2145		0		0		
	6		896		357		218		188		1125		0		0		
	7		897		360		218		220		770		12		0		
	8		896		361		218		200		738		1630		0		
	9		895		351		218		203		671		5625		80		
	10		893		335		212		197		637		7719		114		
	11		890		338		217		195		614		7825		123		
	12		890		345		217		195		572		7727		169		
	13		888		342		218		194		572		7671		186		
	14		887		336		218		195		632		7232		153		
	15		886		334		218		194		719		6631		144		
	16		886		343		218		205		704		5439		96		
	17		889		363		218		275		674		1455		19		
	18		890		363		218		327		643		51		0		
	19		891		363		217		317		590		30		0		
	20		891		360		218		283		529		19		0		
	21		890		362		217		248		449		0		0		
	22		891		362		217		224		460		0		0		
	23		893		350		217		221		491		0		0		
	24		893		346		218		217		506		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3001		2271		4290		9299		1865						
	2		3341		2270		3401		9326		1583						
	3		3659		2270		3221		8417		1659						
	4		3841		2270		2997		8450		1430						
	5		3779		2273		3085		8244		1786						
	6		2769		2272		3755		9382		1861						
	7		2477		2270		4283		10069		2151						
	8		4043		2270		4180		9509		1832						
	9		8043		2271		3545		6646		1328						
	10		10107		2272		2907		4920		1090						
	11		10203		2270		2599		4438		984						
	12		10115		2270		2422		4011		1087						
	13		10071		2270		2450		3828		1037						
	14		9652		2269		2541		4034		1165						
	15		9127		2270		2880		4578		1271						
	16		7890		2269		3825		5954		1165						
	17		3892		2268		5797		8388		2122						
	18		2492		2271		6738		10424		2771						
	19		2407		2273		7205		10334		3157						
	20		2299		2272		7455		10043		2945						
	21		2158		2273		7320		9698		2963						
	22		2145		2273		6963		9425		2793						
	23		2162		2274		6642		8942		2372						
	24		2170		2275		5846		8858		1959						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
