04/26/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		881		289		225		280		3232		0		10		
	2		881		294		226		276		3429		0		10		
	3		882		300		226		296		3243		0		10		
	4		886		293		226		296		2766		0		8		
	5		890		300		227		297		3163		0		7		
	6		891		305		226		298		3166		0		6		
	7		889		308		226		303		2744		646		6		
	8		884		314		225		301		2491		4154		5		
	9		882		298		226		290		2346		7443		30		
	10		878		291		224		269		2035		8979		62		
	11		879		282		224		278		1971		10077		65		
	12		874		284		223		268		2075		10475		151		
	13		878		246		222		263		2439		10892		160		
	14		891		246		223		255		2950		10752		215		
	15		897		259		223		257		3547		10582		180		
	16		898		301		224		259		4126		10214		110		
	17		885		315		223		259		4373		8896		9		
	18		888		312		223		285		4529		6387		10		
	19		912		315		224		288		4538		2586		10		
	20		916		314		225		287		4208		177		10		
	21		918		317		222		308		4065		0		10		
	22		920		314		218		310		4393		0		10		
	23		922		311		217		309		4621		0		10		
	24		921		307		217		288		4671		0		10		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4884		2276		4808		7274		2105						
	2		5082		2276		3708		6841		2208						
	3		4924		2275		3024		7082		2083						
	4		4443		2275		3287		6801		2040						
	5		4851		2275		2745		6479		2181						
	6		4858		2275		2237		6636		2473						
	7		5123		2274		2035		6896		2013						
	8		8375		2275		1532		4485		1489						
	9		11515		2275		1562		1491		1223						
	10		12738		2275		1570		443		929						
	11		13775		2275		1504		-447		881						
	12		14350		2274		1296		-472		1043						
	13		15099		2274		1316		-411		1123						
	14		15532		2274		1326		107		1218						
	15		15945		2274		1684		721		1150						
	16		16131		2275		2642		1024		1184						
	17		14960		2275		3629		1824		1845						
	18		12633		2276		4626		4292		2203						
	19		8872		2276		5744		6701		3109						
	20		6138		2276		6697		8023		3732						
	21		5807		2276		6784		8215		3740						
	22		6132		2275		5922		7764		3195						
	23		6358		2275		5098		7075		2674						
	24		6383		2275		4372		6512		2149						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
