03/13/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		915		282		218		153		1575		0		36		
	2		901		283		218		153		1599		0		0		
	3		902		283		218		152		1636		0		0		
	4		904		284		217		153		1494		0		0		
	5		920		284		216		153		1635		0		0		
	6		927		292		216		156		1798		0		0		
	7		945		301		216		194		1699		0		0		
	8		948		301		215		202		1755		647		0		
	9		946		300		212		180		1664		3086		0		
	10		935		287		213		175		1629		5085		0		
	11		942		280		212		170		1494		6307		0		
	12		933		284		212		167		1179		7331		0		
	13		938		285		213		110		1367		7891		62		
	14		919		284		212		107		1905		7926		79		
	15		923		277		211		144		2566		7608		80		
	16		926		272		198		144		3045		7332		80		
	17		938		284		196		143		3489		6207		80		
	18		939		283		197		146		3276		4123		80		
	19		941		282		196		160		2873		777		80		
	20		940		282		196		207		2773		2		60		
	21		942		283		196		166		2802		0		0		
	22		944		280		195		158		2800		0		0		
	23		947		268		194		155		2966		0		0		
	24		945		261		194		143		3215		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3155		2255		9968		5615		647						
	2		3128		2255		9624		5227		519						
	3		3165		2255		9511		4849		509						
	4		3027		2254		9584		4786		512						
	5		3183		2253		9513		5170		511						
	6		3362		2252		9607		5518		1001						
	7		3331		2250		10519		5915		1815						
	8		4069		2250		11426		5795		1942						
	9		6388		2250		10870		4950		1279						
	10		8323		2250		9695		4201		780						
	11		9405		2250		8653		3605		623						
	12		10107		2250		8336		3322		365						
	13		10866		2252		7699		2969		333						
	14		11432		2251		7126		2668		316						
	15		11809		2251		6829		2053		368						
	16		11999		2251		6577		1992		411						
	17		11336		2251		6770		2451		625						
	18		9044		2251		7911		3781		1209						
	19		5310		2249		10085		5776		2221						
	20		4461		2248		11677		5885		2528						
	21		4359		2247		11555		5915		2281						
	22		4348		2249		11400		6010		1526						
	23		4500		2248		10434		5753		1107						
	24		4728		2249		9183		5436		807						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
