03/27/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		919		318		215		127		4359		0		0		
	2		921		320		216		127		4182		0		0		
	3		923		317		215		127		3993		0		0		
	4		923		323		216		122		3965		0		0		
	5		923		317		216		126		4497		0		0		
	6		925		323		215		148		4526		0		0		
	7		925		328		215		198		4602		6		0		
	8		925		332		213		166		4422		2314		0		
	9		925		337		211		154		4324		7137		27		
	10		924		337		212		141		3856		8588		160		
	11		923		332		212		126		3741		8578		221		
	12		920		332		212		108		3471		8800		234		
	13		918		331		212		129		3437		8916		215		
	14		918		336		205		125		3647		8717		190		
	15		916		332		205		99		3864		7984		238		
	16		914		328		206		112		3823		8268		243		
	17		916		345		208		150		3825		7759		235		
	18		917		340		216		177		3966		6395		186		
	19		917		341		217		195		4033		1841		41		
	20		918		341		217		245		4031		14		0		
	21		919		345		217		232		3966		0		0		
	22		919		344		217		191		3797		0		0		
	23		920		337		216		187		3728		0		0		
	24		920		334		215		148		3557		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5904		2256		5455		6741		514						
	2		5731		2253		5331		6380		460						
	3		5540		2250		4724		6779		416						
	4		5515		2252		4591		6853		480						
	5		6045		2252		4503		6659		584						
	6		6103		2253		4177		7283		1207						
	7		6274		2248		4983		7332		1861						
	8		8372		2248		4701		6317		1678						
	9		13115		2253		3096		2916		1178						
	10		14218		2256		2678		1881		485						
	11		14132		2257		2511		1371		410						
	12		14077		2258		2336		871		359						
	13		14159		2259		2290		203		382						
	14		14137		2258		2208		-234		392						
	15		13638		2256		2336		-139		373						
	16		13893		2256		2101		-42		415						
	17		13438		2253		2787		528		561						
	18		12197		2251		3196		2583		761						
	19		7585		2252		4532		6353		2002						
	20		5767		2255		5475		8405		2611						
	21		5642		2259		5817		8213		2617						
	22		5431		2260		5717		7963		2339						
	23		5350		2261		5581		7980		1315						
	24		5136		2261		5312		7475		1044						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
