05/12/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		868		297		198		322		3243		0		0		
	2		869		298		197		318		3116		0		0		
	3		869		296		198		317		2762		0		0		
	4		874		298		198		317		2618		0		0		
	5		875		298		198		314		2476		0		0		
	6		874		300		197		322		2625		0		0		
	7		869		301		197		316		2875		1373		1		
	8		878		304		197		313		2249		5433		48		
	9		875		299		197		320		2013		8439		56		
	10		871		286		197		321		2325		9528		65		
	11		868		266		197		320		3116		9824		48		
	12		852		269		197		325		3597		9876		61		
	13		865		272		198		332		3656		9720		86		
	14		865		266		200		332		3919		9631		112		
	15		865		281		200		332		4293		9452		189		
	16		845		300		197		332		4475		8926		240		
	17		851		319		199		335		4604		8148		228		
	18		870		316		201		334		4608		6696		199		
	19		872		312		201		336		4339		3545		116		
	20		874		311		211		344		4131		519		0		
	21		875		304		211		348		3682		0		0		
	22		876		297		211		346		3787		0		0		
	23		879		297		212		330		3813		0		0		
	24		882		302		212		323		3633		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4890		1615		4289		8311		2289						
	2		4765		1613		3724		8433		2026						
	3		4406		1612		3433		8633		1939						
	4		4267		1612		3442		8490		1966						
	5		4123		1611		3449		8806		2052						
	6		4304		1613		3550		8862		2503						
	7		5931		1613		3523		7894		2571						
	8		9421		1613		3440		5577		2129						
	9		12199		1615		3429		3661		1630						
	10		13593		1610		2989		2519		1564						
	11		14640		1609		2688		1366		1513						
	12		15177		1610		2411		1087		1552						
	13		15130		1611		2259		1446		1437						
	14		15324		1613		2207		1373		1363						
	15		15613		1613		1972		1123		1403						
	16		15315		1615		1966		1583		1480						
	17		14684		1611		2192		2374		1978						
	18		13225		1609		2786		3904		2404						
	19		9721		1610		3452		6696		3289						
	20		6391		1611		4401		9059		4078						
	21		5386		1612		5018		9902		4208						
	22		5482		1612		4666		9615		3964						
	23		5496		1612		3945		9719		3098						
	24		5317		1613		3692		9421		2525						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
