01/31/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		882		356		227		230		1127		0		0		
	2		883		355		228		231		1047		0		0		
	3		882		358		228		233		867		0		0		
	4		882		356		228		232		768		0		0		
	5		882		355		228		232		676		0		0		
	6		880		359		227		231		743		0		0		
	7		880		368		228		244		712		29		0		
	8		879		371		223		238		578		1862		7		
	9		879		368		217		217		486		5695		67		
	10		841		357		217		215		422		7453		69		
	11		870		346		219		218		516		7727		81		
	12		872		353		226		187		636		7690		88		
	13		873		346		228		189		814		7489		87		
	14		878		348		227		191		755		7278		88		
	15		878		345		224		191		588		7098		86		
	16		879		353		222		228		501		5315		69		
	17		881		371		226		265		553		1944		11		
	18		885		371		227		318		702		64		0		
	19		885		372		228		320		798		13		0		
	20		887		372		226		287		868		13		0		
	21		889		370		228		242		857		13		0		
	22		890		366		228		230		819		0		0		
	23		892		360		227		222		619		0		0		
	24		891		358		227		221		554		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2808		2275		6327		9079		1010						
	2		2730		2274		5844		8725		1130						
	3		2552		2274		5856		8571		1117						
	4		2450		2275		5995		8456		1129						
	5		2357		2274		6632		8375		1213						
	6		2426		2273		6783		9378		1551						
	7		2459		2273		7906		9770		2493						
	8		4158		2273		7832		9401		2147						
	9		7929		2273		6939		6444		1300						
	10		9574		2272		6174		5029		751						
	11		9976		2272		5801		4340		559						
	12		10053		2273		5309		4023		605						
	13		10025		2272		4996		3909		707						
	14		9765		2271		4751		4108		1193						
	15		9409		2272		5115		4645		1174						
	16		7567		2273		6088		6336		1179						
	17		4251		2271		7193		9243		1785						
	18		2567		2271		8182		11004		2498						
	19		2616		2272		8365		11339		2563						
	20		2652		2272		8198		11109		2315						
	21		2598		2271		8334		10686		1972						
	22		2529		2270		8224		10088		1788						
	23		2316		2271		8174		9364		1365						
	24		2247		2271		7247		9061		1190						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
