04/16/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		908		269		184		189		3217		0		0		
	2		906		277		184		197		3229		0		0		
	3		906		272		183		185		3352		0		0		
	4		907		269		184		194		3340		0		0		
	5		905		276		184		194		3190		0		0		
	6		906		274		183		211		3103		0		0		
	7		904		273		183		217		2852		480		0		
	8		904		274		182		216		2427		4441		174		
	9		902		276		177		218		2301		8674		331		
	10		896		264		176		199		2138		9066		363		
	11		895		252		176		203		1965		9318		338		
	12		891		251		175		199		1841		9297		317		
	13		893		254		175		197		1862		8636		374		
	14		890		256		176		198		1877		8350		376		
	15		889		259		176		198		1931		8060		363		
	16		888		262		180		202		2127		7986		327		
	17		895		274		189		215		2410		7402		125		
	18		902		271		197		239		2606		6295		94		
	19		900		271		202		244		2494		2313		65		
	20		901		276		214		242		2644		86		0		
	21		903		273		223		243		2856		0		0		
	22		903		271		223		238		2926		0		0		
	23		903		277		222		226		3213		0		0		
	24		903		275		223		212		3393		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4753		2264		5197		5627		1449						
	2		4778		2262		4982		5165		1301						
	3		4884		2261		4575		5001		1254						
	4		4879		2261		4196		5255		1224						
	5		4733		2263		4009		5765		1391						
	6		4660		2262		4082		6489		1639						
	7		4910		2262		4539		6783		1617						
	8		8620		2262		3827		4176		1579						
	9		12879		2262		2479		1269		1240						
	10		13102		2261		2332		550		1313						
	11		13147		2258		2078		264		1152						
	12		12972		2257		1996		150		1083						
	13		12392		2256		2117		358		1113						
	14		12123		2256		2218		668		1063						
	15		11877		2256		2553		818		1101						
	16		11971		2258		2736		1105		1176						
	17		11509		2259		3450		1365		1550						
	18		10605		2258		4413		2581		1710						
	19		6490		2256		6078		6030		2183						
	20		4364		2258		7526		7151		2963						
	21		4488		2259		7736		7355		2644						
	22		4551		2260		7072		7057		2555						
	23		4833		2260		6316		6663		1993						
	24		4998		2261		6107		5508		1698						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
