03/24/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		954		320		200		142		2326		0		0		
	2		955		315		201		143		2373		0		0		
	3		955		318		202		144		2597		0		0		
	4		955		312		201		145		2415		0		0		
	5		955		316		201		146		2388		0		0		
	6		955		321		200		145		2251		0		0		
	7		954		332		200		156		2120		4		0		
	8		955		337		197		160		2198		1621		0		
	9		951		317		198		152		2589		5417		130		
	10		950		323		200		150		2437		7153		245		
	11		946		328		199		148		2050		7323		256		
	12		946		292		199		147		2205		7287		287		
	13		919		322		200		145		2098		7778		355		
	14		918		342		199		153		2575		7847		356		
	15		919		345		198		147		2433		8035		355		
	16		921		342		197		143		2448		7417		353		
	17		876		362		193		142		2485		6325		330		
	18		898		359		197		156		2636		4225		301		
	19		922		363		198		166		2843		1067		156		
	20		923		361		199		167		2566		0		113		
	21		925		360		199		167		2458		0		0		
	22		927		356		199		159		2295		0		0		
	23		929		345		198		145		2386		0		0		
	24		931		338		203		145		2229		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3915		2239		7218		6296		588						
	2		3959		2238		6876		6000		465						
	3		4188		2238		6459		5748		460						
	4		3999		2238		6816		5604		467						
	5		3975		2238		7156		5758		469						
	6		3842		2239		7636		6100		849						
	7		3766		2239		8072		7295		944						
	8		5468		2239		8176		6240		990						
	9		9754		2240		7203		3186		780						
	10		11456		2241		6429		1842		643						
	11		11251		2241		5696		2376		448						
	12		11363		2240		5318		2557		429						
	13		11816		2241		5395		2351		298						
	14		12390		2240		5346		1306		303						
	15		12432		2239		5332		841		362						
	16		11820		2239		5703		845		343						
	17		10713		2238		6434		1512		460						
	18		8771		2240		7205		3020		1069						
	19		5714		2239		8489		5553		1632						
	20		4321		2240		8493		7652		2370						
	21		4074		2241		8953		7792		1895						
	22		3900		2242		8869		7411		1543						
	23		3968		2245		8086		7111		1217						
	24		3810		2243		8335		6294		758						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
