10/22/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		972		337		226		247		356		0		0		
	2		972		336		227		248		334		0		0		
	3		974		335		228		246		409		0		0		
	4		974		336		227		247		571		0		0		
	5		975		340		227		247		910		0		0		
	6		975		342		226		244		916		0		0		
	7		977		349		225		248		702		0		0		
	8		977		359		221		269		714		1116		1		
	9		974		363		219		251		717		5407		216		
	10		972		370		216		234		730		8224		415		
	11		969		380		212		233		678		9023		464		
	12		965		382		210		233		672		9104		460		
	13		961		381		214		229		624		8870		394		
	14		958		382		217		211		484		8509		316		
	15		957		381		217		213		454		8755		340		
	16		957		381		219		221		501		8659		405		
	17		960		383		218		248		476		6330		292		
	18		956		381		219		286		586		1922		64		
	19		962		381		221		289		498		24		0		
	20		964		382		224		288		1041		0		0		
	21		971		381		225		288		999		0		0		
	22		972		368		225		271		936		0		0		
	23		971		346		224		269		971		0		0		
	24		969		338		225		268		968		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2098		1136		10031		7199		1627						
	2		2076		1135		9689		6759		1558						
	3		2151		1133		9412		6377		1508						
	4		2315		1135		9046		6261		1572						
	5		2657		1136		9030		6202		1657						
	6		2660		1136		9615		6329		2185						
	7		2461		1136		10311		7764		2593						
	8		3656		1135		10484		7666		2511						
	9		8146		1135		8301		6088		1748						
	10		11161		1134		7060		4722		1362						
	11		11959		1134		7064		4568		1394						
	12		12026		1135		7463		4700		1354						
	13		11673		1135		8178		5141		1379						
	14		11077		1133		10068		5046		1473						
	15		11317		1132		10404		5772		1529						
	16		11341		1132		11142		5917		2014						
	17		8907		1132		13971		5894		2545						
	18		4413		1134		16746		7309		3008						
	19		2374		1133		18954		6366		3425						
	20		2856		1132		16513		7964		3143						
	21		2822		1133		15168		8248		2815						
	22		2729		1134		13394		8716		2459						
	23		2739		1135		11867		7990		2263						
	24		2725		1135		10034		7984		2003						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
