11/05/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		282		327		203		275		181		0		0		
	2		296		328		203		276		262		0		0		
	3		309		328		203		274		191		0		0		
	4		312		329		202		274		125		0		0		
	5		333		331		202		274		87		0		0		
	6		335		338		201		282		76		0		0		
	7		335		347		200		304		87		541		0		
	8		333		338		198		298		77		4262		167		
	9		331		340		201		250		112		7680		378		
	10		330		338		203		241		172		8466		421		
	11		329		329		200		231		251		8520		428		
	12		329		313		199		231		382		8612		422		
	13		329		335		203		240		487		8547		409		
	14		329		337		198		240		517		8643		392		
	15		329		337		198		245		506		8030		350		
	16		420		339		197		256		469		5046		234		
	17		467		342		197		304		479		856		15		
	18		469		339		207		326		458		0		0		
	19		470		339		207		308		435		0		0		
	20		469		341		208		295		439		0		0		
	21		470		339		208		306		503		0		0		
	22		483		338		209		296		569		0		0		
	23		489		327		209		274		617		0		0		
	24		489		319		209		251		651		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1227		1108		11090		5509		1742						
	2		1323		1109		10812		5117		1624						
	3		1264		1111		10857		4754		1598						
	4		1200		1110		10772		4862		1643						
	5		1184		1110		11050		4977		1778						
	6		1187		1111		11915		5390		2090						
	7		1813		1111		12654		5632		2534						
	8		5675		1111		11000		4602		2044						
	9		9292		1110		9003		3343		1263						
	10		10171		1110		8394		3116		927						
	11		10289		1110		8165		3351		792						
	12		10488		1110		7881		3835		639						
	13		10550		1112		7853		3748		950						
	14		10656		1110		8104		4123		1125						
	15		9995		1109		8849		4383		1577						
	16		6961		1109		11649		5166		1942						
	17		2660		1109		15018		6077		2590						
	18		1763		1110		16274		6753		2970						
	19		1719		1110		15782		7251		2651						
	20		1713		1109		15199		7314		2381						
	21		1786		1109		14596		6953		2325						
	22		1854		1110		13645		6810		1949						
	23		1877		1111		12250		6526		1742						
	24		1878		1111		11185		5998		1722						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
