10/05/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		932		213		231		294		1879		0		0		
	2		910		211		232		293		1533		0		0		
	3		882		211		231		293		1410		0		0		
	4		869		210		232		295		1150		0		0		
	5		867		210		230		302		835		0		0		
	6		868		220		229		304		616		0		0		
	7		863		233		228		305		535		0		0		
	8		853		233		227		304		495		2008		43		
	9		854		230		229		286		542		6931		285		
	10		862		228		229		282		577		9488		461		
	11		861		216		229		274		761		10141		474		
	12		860		219		230		274		744		10208		477		
	13		857		227		229		273		535		10110		470		
	14		856		229		228		274		462		10159		467		
	15		856		232		227		279		373		10103		471		
	16		855		229		228		279		342		9661		463		
	17		856		237		231		271		376		7913		399		
	18		856		239		230		288		475		3196		199		
	19		840		242		229		307		700		245		0		
	20		825		242		225		289		899		0		0		
	21		822		243		229		285		1110		0		0		
	22		846		241		229		284		1285		0		0		
	23		845		230		227		284		991		0		0		
	24		848		217		227		284		717		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3508		1138		8831		5819		2191						
	2		3139		1138		8308		5948		2106						
	3		2987		1139		8240		5603		2054						
	4		2714		1139		8176		5629		2011						
	5		2402		1139		8284		5906		2038						
	6		2194		1139		8615		6112		2241						
	7		2150		1139		8942		6396		2520						
	8		4164		1139		8096		5956		2088						
	9		9357		1139		5038		4720		1437						
	10		12127		1138		3418		3728		1177						
	11		12957		1137		3259		3224		947						
	12		13012		1137		3358		3013		908						
	13		12701		1137		3252		3043		1148						
	14		12675		1137		3464		3147		1192						
	15		12542		1137		4190		3389		1230						
	16		12058		1137		5085		3827		1385						
	17		10281		1137		6943		4489		1971						
	18		5484		1137		10467		5953		2682						
	19		2563		1136		12213		7763		3038						
	20		2441		1136		12289		8043		3167						
	21		2649		1136		11607		7734		2985						
	22		2846		1136		11185		7263		2662						
	23		2539		1136		10910		6623		2385						
	24		2251		1136		10445		5973		2274						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
