03/06/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1021		278		204		152		1372		0		0		
	2		1021		278		205		154		1236		0		0		
	3		1021		278		206		154		1163		0		0		
	4		1021		274		206		154		1151		0		0		
	5		1022		271		207		153		1068		0		0		
	6		1021		275		206		166		852		0		0		
	7		1022		287		207		162		767		560		0		
	8		1022		288		205		145		712		4680		87		
	9		1020		289		201		147		865		8150		286		
	10		1018		281		201		147		927		9317		286		
	11		1017		266		201		147		704		10189		251		
	12		1015		268		200		147		801		10156		238		
	13		1014		272		199		147		926		10189		254		
	14		1013		272		199		145		1296		10037		120		
	15		1012		272		198		143		1796		9404		173		
	16		1011		277		200		142		2067		8379		241		
	17		974		292		199		141		2306		4774		73		
	18		933		290		201		169		2415		626		0		
	19		934		290		201		186		2526		0		0		
	20		932		294		203		179		2341		0		0		
	21		928		298		203		178		2176		0		0		
	22		913		297		203		176		2255		0		0		
	23		885		287		201		157		2102		0		0		
	24		885		280		201		154		2142		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2992		2256		8202		6924		820						
	2		2858		2257		8364		6760		559						
	3		2785		2257		8160		6575		579						
	4		2769		2259		8128		6479		575						
	5		2682		2260		8397		6817		559						
	6		2482		2260		9138		7391		866						
	7		3005		2260		9204		8489		1066						
	8		7139		2260		7325		6528		1099						
	9		10958		2260		5290		4912		565						
	10		12177		2260		4531		4002		375						
	11		12775		2258		4225		2915		386						
	12		12823		2257		4031		2761		415						
	13		13001		2256		4036		2503		362						
	14		13082		2255		4082		2672		376						
	15		12998		2255		4151		3032		355						
	16		12317		2257		4419		3620		628						
	17		8760		2258		6341		5416		1387						
	18		4634		2259		8335		8285		2311						
	19		4101		2260		9182		9267		2429						
	20		3913		2258		9237		9028		2392						
	21		3747		2258		9131		8766		2146						
	22		3808		2259		8930		8543		1568						
	23		3595		2258		8388		8052		1244						
	24		3626		2258		8067		7088		965						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
