02/29/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		759		364		216		134		2040		0		0		
	2		758		362		216		133		2202		0		0		
	3		759		361		216		134		1949		0		0		
	4		758		368		216		171		1929		0		0		
	5		758		364		216		175		2074		0		0		
	6		759		364		217		182		2093		0		0		
	7		760		365		217		189		2397		365		0		
	8		760		370		217		193		2210		3039		0		
	9		758		368		216		193		2116		5627		0		
	10		755		356		215		180		2162		7616		57		
	11		752		347		215		181		2114		7537		69		
	12		752		352		215		177		2455		6963		69		
	13		750		362		216		177		2819		6436		69		
	14		751		358		216		176		3297		5827		69		
	15		751		359		215		178		3596		6370		69		
	16		750		364		214		178		3966		6864		67		
	17		751		373		215		187		3929		3982		66		
	18		753		372		216		200		3531		513		9		
	19		757		368		215		208		2867		0		0		
	20		762		367		216		203		2873		0		0		
	21		764		377		216		182		3142		0		0		
	22		762		381		215		176		3487		0		0		
	23		804		376		215		175		3370		0		0		
	24		821		360		214		174		3116		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3475		2264		5295		8626		1121						
	2		3635		2264		4272		8814		987						
	3		3383		2263		4184		8663		980						
	4		3405		2261		4112		8319		962						
	5		3548		2261		3763		8500		1023						
	6		3576		2263		3742		8733		1327						
	7		4293		2263		3709		8762		1391						
	8		6789		2263		2777		7758		1256						
	9		9278		2264		1990		6186		946						
	10		11341		2264		1840		4152		672						
	11		11215		2263		1891		3943		579						
	12		10982		2263		1656		3665		553						
	13		10828		2263		1681		3417		315						
	14		10694		2262		1629		3452		425						
	15		11538		2261		1810		3062		482						
	16		12402		2260		2440		3005		274						
	17		9504		2261		3585		5187		1051						
	18		5594		2262		4460		8881		2063						
	19		4378		2262		5416		10350		2677						
	20		4384		2262		5643		10211		2243						
	21		4645		2262		5589		9576		2038						
	22		4985		2262		5212		8881		1837						
	23		4904		2262		4507		8971		1389						
	24		4649		2262		4117		8521		1282						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
