02/09/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		915		296		227		173		612		0		0		
	2		914		296		228		173		612		0		0		
	3		914		296		228		167		612		0		0		
	4		912		296		228		130		612		0		0		
	5		912		299		229		133		612		0		0		
	6		912		308		230		146		612		0		0		
	7		912		312		229		186		612		33		0		
	8		911		299		228		190		612		2078		10		
	9		911		299		225		190		612		4833		162		
	10		905		292		226		176		612		7343		209		
	11		915		279		226		137		612		7559		211		
	12		909		278		225		137		612		7462		180		
	13		909		290		226		137		612		7456		5		
	14		908		300		224		136		612		6980		0		
	15		908		292		224		144		612		7058		0		
	16		906		297		216		164		612		5495		0		
	17		895		315		213		207		612		2010		0		
	18		896		312		217		211		612		74		0		
	19		897		315		218		210		612		0		0		
	20		899		305		214		211		612		0		0		
	21		899		305		217		197		612		0		0		
	22		908		309		218		177		612		0		0		
	23		914		304		218		175		612		0		0		
	24		913		286		218		176		612		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2185		2271		7665		7815		783						
	2		2185		2270		7463		7817		515						
	3		2179		2270		7106		7776		500						
	4		2139		2270		7356		7410		489						
	5		2145		2269		6841		7534		734						
	6		2167		2270		6292		7778		1435						
	7		2284		2270		6154		8494		1531						
	8		4329		2270		5481		7638		1459						
	9		7231		2271		4588		5650		1437						
	10		9763		2272		4478		2986		1177						
	11		9939		2271		5126		1365		1402						
	12		9803		2271		5213		1011		1473						
	13		9634		2271		5186		1011		1434						
	14		9160		2270		5403		1227		1593						
	15		9237		2270		5633		1531		1367						
	16		7691		2270		6486		2966		1455						
	17		4252		2270		7915		6514		1621						
	18		2321		2270		9482		9206		1798						
	19		2236		2270		9840		10043		1910						
	20		2223		2270		9801		10022		1831						
	21		2213		2271		9853		9570		1677						
	22		2207		2271		8996		9796		1409						
	23		2205		2270		8298		9380		1042						
	24		2187		2270		7932		8543		854						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
