10/15/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		952		314		213		293		1280		0		0		
	2		952		313		210		287		1051		0		0		
	3		952		311		210		292		900		0		0		
	4		954		312		210		296		706		0		0		
	5		955		316		209		298		740		0		0		
	6		955		321		207		299		776		0		0		
	7		955		333		209		309		836		0		0		
	8		951		328		209		290		829		1359		0		
	9		950		336		203		281		847		5838		159		
	10		949		336		199		280		854		8774		333		
	11		948		341		206		238		887		9322		367		
	12		947		339		208		246		887		9282		374		
	13		945		341		211		250		852		9532		376		
	14		943		333		215		250		877		9662		373		
	15		940		338		212		247		836		9405		366		
	16		938		339		213		246		617		9131		336		
	17		942		342		213		246		467		6872		247		
	18		944		338		213		265		414		2348		67		
	19		948		337		211		280		503		51		0		
	20		953		331		215		282		546		0		0		
	21		955		318		215		281		671		0		0		
	22		957		310		214		263		693		0		0		
	23		957		307		214		260		597		0		0		
	24		957		305		214		250		541		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3011		1134		9135		5677		2031						
	2		2771		1133		9085		5502		1765						
	3		2625		1133		8980		5445		1590						
	4		2436		1134		9092		5370		1579						
	5		2472		1134		9320		5169		1914						
	6		2513		1133		9703		5430		2581						
	7		2605		1134		10023		6862		3046						
	8		3967		1135		9884		6621		3208						
	9		8614		1135		8204		4758		2009						
	10		11726		1134		6246		4122		1298						
	11		12309		1134		6082		4010		966						
	12		12282		1135		5753		3660		1142						
	13		12507		1135		5876		3191		1236						
	14		12653		1134		6542		3015		1279						
	15		12345		1133		7669		3241		1325						
	16		11820		1133		8684		3581		1697						
	17		9330		1133		10740		4456		2274						
	18		4589		1133		13945		5694		3406						
	19		2329		1133		15571		6607		3857						
	20		2285		1133		15031		7458		3547						
	21		2399		1134		14154		7208		3430						
	22		2395		1135		12670		7473		3095						
	23		2293		1138		11762		6799		2645						
	24		2224		1137		10428		6556		2463						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
