03/16/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		961		264		212		164		1264		0		0		
	2		960		272		213		158		1144		0		0		
	3		960		277		213		120		1183		0		0		
	4		960		278		212		120		1149		0		0		
	5		956		279		213		156		1097		0		0		
	6		955		286		212		162		1043		0		0		
	7		955		295		212		214		972		0		0		
	8		954		292		212		214		922		884		0		
	9		952		290		212		168		780		3072		0		
	10		947		269		203		147		690		4604		17		
	11		940		236		193		143		798		5228		112		
	12		940		242		195		145		799		5414		162		
	13		939		246		205		146		669		5198		134		
	14		939		248		203		144		651		4933		20		
	15		936		269		202		156		995		4687		1		
	16		936		279		209		152		1728		4156		69		
	17		938		290		213		155		1737		3531		68		
	18		940		286		213		180		1968		2181		69		
	19		942		283		207		220		1534		333		68		
	20		943		280		209		219		1183		0		16		
	21		944		285		210		220		1098		0		0		
	22		946		289		212		220		1610		0		0		
	23		948		276		213		174		1489		0		0		
	24		948		270		213		159		1476		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2826		2246		10282		4573		503						
	2		2708		2247		9693		4606		465						
	3		2713		2247		9447		4375		521						
	4		2679		2247		9443		4375		551						
	5		2659		2248		10297		4100		552						
	6		2618		2248		11090		4301		930						
	7		2614		2246		11842		4992		1533						
	8		3479		2245		12176		5098		1702						
	9		5474		2244		11545		5069		1150						
	10		6877		2243		10477		4967		1041						
	11		7652		2241		9892		4833		1012						
	12		7897		2242		9460		4734		740						
	13		7538		2243		9607		4799		638						
	14		7138		2244		9870		5278		457						
	15		7247		2243		9714		4890		357						
	16		7529		2245		9414		4115		651						
	17		6931		2246		10237		3748		877						
	18		5837		2246		11285		4347		1046						
	19		3587		2246		12002		6308		2011						
	20		2822		2246		13503		6299		2558						
	21		2720		2246		13781		6372		1897						
	22		3240		2245		12937		6222		1346						
	23		3062		2244		12041		6073		867						
	24		3028		2244		10877		5758		763						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
