02/16/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		908		330		184		146		612		0		0		
	2		907		327		184		142		612		0		0		
	3		907		324		184		108		612		0		0		
	4		907		327		183		107		612		0		0		
	5		907		328		181		144		612		0		0		
	6		907		339		184		159		612		0		0		
	7		907		346		184		159		612		124		0		
	8		906		348		183		160		612		3298		53		
	9		906		348		181		129		612		7558		187		
	10		904		333		182		121		612		8087		209		
	11		902		318		182		122		612		8157		210		
	12		902		324		182		122		612		7617		210		
	13		900		318		182		122		612		7469		210		
	14		899		327		182		121		612		7385		209		
	15		898		333		183		121		612		7168		208		
	16		905		336		183		120		612		7130		191		
	17		906		354		178		178		612		3659		99		
	18		908		361		183		185		612		201		0		
	19		909		361		183		192		612		0		0		
	20		910		364		184		194		612		0		0		
	21		911		358		184		177		612		0		0		
	22		910		363		183		201		612		0		0		
	23		910		360		183		166		612		0		0		
	24		910		362		183		160		612		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2143		1136		8291		7962		1040						
	2		2137		1136		7912		7888		911						
	3		2099		1136		7412		8030		930						
	4		2100		1136		7421		7744		906						
	5		2135		1137		7424		7694		902						
	6		2162		1142		7465		7883		1059						
	7		2331		1181		7258		8309		1265						
	8		5559		1289		6143		6650		882						
	9		9921		1338		4882		3447		452						
	10		10448		1338		4855		1718		653						
	11		10504		1312		4342		1523		466						
	12		9968		1323		4328		1345		654						
	13		9814		1381		4274		1272		609						
	14		9735		1420		4193		1486		733						
	15		9522		1444		4563		1946		719						
	16		9477		1522		5141		2862		576						
	17		5985		1533		6569		5744		1227						
	18		2450		1550		8392		8857		1928						
	19		2220		1560		9394		9603		2135						
	20		2227		1567		9601		9292		1968						
	21		2205		1564		9477		8992		1849						
	22		2233		1609		8898		8904		1646						
	23		2192		1629		8332		8641		1388						
	24		2189		1634		7837		8185		1076						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
