11/09/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		515		312		233		291		577		0		0		
	2		512		311		233		290		523		0		0		
	3		512		313		234		290		468		0		0		
	4		512		313		234		286		435		0		0		
	5		512		314		233		281		285		0		0		
	6		513		319		232		304		179		0		0		
	7		514		328		232		312		124		341		0		
	8		513		330		232		301		110		3642		89		
	9		512		331		234		248		112		7254		317		
	10		511		329		234		244		112		7961		421		
	11		510		325		234		242		182		8141		437		
	12		509		329		234		242		264		7873		430		
	13		508		328		234		243		341		7802		415		
	14		508		324		234		259		360		7705		389		
	15		507		325		234		269		400		6897		346		
	16		530		327		233		301		548		4286		223		
	17		537		330		232		327		876		623		5		
	18		540		330		232		331		1033		0		0		
	19		541		330		233		329		1026		0		0		
	20		541		331		232		311		1226		0		0		
	21		541		328		232		299		1527		0		0		
	22		541		328		231		300		1560		0		0		
	23		541		317		227		298		1469		0		0		
	24		541		315		231		275		1476		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1889		1113		9676		6774		1953						
	2		1832		1115		9213		6557		1855						
	3		1779		1117		9038		6399		1628						
	4		1741		1116		9081		6229		1458						
	5		1585		1114		9057		6396		1587						
	6		1506		1114		9042		6656		1984						
	7		1851		1117		9197		6854		1967						
	8		5218		1115		8133		5813		1271						
	9		9007		1114		6187		4735		657						
	10		9813		1114		6106		4435		420						
	11		10072		1114		6224		4383		254						
	12		9881		1115		6423		4516		242						
	13		9872		1116		6738		4610		257						
	14		9779		1115		6808		4802		602						
	15		8978		1114		7251		5300		1394						
	16		6449		1113		9129		6118		2030						
	17		2930		1115		11139		7742		2802						
	18		2427		1120		11966		8549		2896						
	19		2421		1121		11148		8850		3034						
	20		2603		1120		10614		8551		2870						
	21		2890		1120		10262		8391		2310						
	22		2921		1120		10024		7961		1978						
	23		2812		1119		9600		7532		1651						
	24		2799		1120		8943		6871		1644						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
