12/14/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		745		331		213		239		2482		0		0		
	2		746		331		213		236		2449		0		0		
	3		745		333		213		248		2969		0		0		
	4		746		327		213		247		2950		0		0		
	5		747		336		213		247		2831		0		0		
	6		748		338		213		250		2793		0		0		
	7		749		357		213		327		2989		11		0		
	8		750		365		212		334		2916		1297		0		
	9		753		364		208		333		3299		3542		83		
	10		753		358		211		289		3492		4743		336		
	11		752		359		212		271		3576		5523		412		
	12		751		362		212		269		3594		5826		375		
	13		752		369		212		260		3478		6292		350		
	14		752		369		212		260		3447		6248		355		
	15		753		367		212		290		3558		5264		287		
	16		752		369		212		332		3704		2700		158		
	17		751		367		207		346		3234		283		0		
	18		752		366		212		397		3336		0		0		
	19		754		362		212		361		3601		0		0		
	20		754		361		213		357		3725		0		0		
	21		753		364		211		353		3545		0		0		
	22		754		352		210		348		3715		0		0		
	23		755		349		209		332		4275		0		0		
	24		755		340		209		298		4321		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3986		1101		7808		6931		1739						
	2		3951		1101		7256		6687		1660						
	3		4483		1103		6596		6392		1434						
	4		4456		1104		7094		6285		1117						
	5		4346		1103		7287		6345		1137						
	6		4314		1103		7484		6607		1338						
	7		4645		1103		7353		7130		1604						
	8		5874		1103		7546		6543		1532						
	9		8582		1103		6168		5260		1864						
	10		10182		1103		5832		3845		1810						
	11		11104		1101		5545		2965		1754						
	12		11389		1100		5652		2281		1543						
	13		11714		1100		5648		1975		1265						
	14		11642		1099		5854		2043		1071						
	15		10731		1103		6649		3048		1031						
	16		8226		1120		7100		4889		1821						
	17		5187		1135		8860		6416		3037						
	18		5040		1135		9383		8027		3272						
	19		5267		1136		9003		8087		3272						
	20		5387		1136		8496		8214		3113						
	21		5202		1137		8848		7585		3093						
	22		5356		1137		8503		7436		2674						
	23		5896		1137		7959		6355		2433						
	24		5900		1136		7048		6165		2065						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
