06/06/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		930		323		195		359		3911		36		0		
	2		931		322		194		356		4196		19		0		
	3		936		323		195		345		4051		0		0		
	4		937		325		195		342		3850		0		0		
	5		941		325		195		336		3616		0		0		
	6		940		337		194		348		3493		3		0		
	7		937		346		194		348		3307		1634		22		
	8		920		348		194		348		3459		4729		238		
	9		909		331		193		349		4092		5282		331		
	10		890		304		186		314		4355		5765		348		
	11		842		293		175		309		4371		6317		291		
	12		891		303		175		310		4472		6344		202		
	13		858		302		190		310		4624		6246		215		
	14		886		320		194		301		4593		6359		326		
	15		885		338		198		297		4624		6876		368		
	16		893		346		198		302		4737		6946		365		
	17		902		363		199		346		4882		7223		355		
	18		911		362		199		350		4817		6882		311		
	19		913		359		198		356		4742		4738		205		
	20		926		359		199		403		4508		939		35		
	21		930		359		198		371		4190		0		0		
	22		933		354		198		365		3571		0		0		
	23		935		342		198		355		3607		0		0		
	24		936		337		198		356		3765		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5723		2266		4938		7636		2207						
	2		6014		2267		3890		7679		1982						
	3		5831		2267		3646		7597		1809						
	4		5615		2267		3144		7995		1771						
	5		5395		2266		3081		8055		1895						
	6		5305		2267		3090		8178		2031						
	7		6542		2267		3064		7317		1637						
	8		9981		2267		2373		4541		1450						
	9		11331		2267		2220		3196		1457						
	10		12037		2267		2286		2403		1416						
	11		12447		2268		2233		1672		1556						
	12		12582		2268		2194		1370		1453						
	13		12627		2268		2144		1082		1593						
	14		12801		2268		2153		834		1543						
	15		13470		2267		2215		576		1179						
	16		13666		2268		2191		1009		1165						
	17		14168		2270		2609		1299		1162						
	18		13747		2270		2890		2435		1677						
	19		11715		2270		2737		4797		2476						
	20		7543		2270		3563		7615		3682						
	21		6059		2270		4558		8835		3733						
	22		5419		2269		4561		9099		3806						
	23		5383		2270		4028		9180		3060						
	24		5552		2271		3871		8591		2441						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
