02/23/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		787		324		212		191		612		0		0		
	2		787		299		211		187		612		0		0		
	3		788		300		212		150		612		0		0		
	4		788		301		213		151		612		0		0		
	5		787		305		212		188		612		0		0		
	6		787		311		209		202		612		0		0		
	7		788		317		205		203		612		192		0		
	8		789		311		198		198		612		3412		0		
	9		787		303		192		163		612		7649		22		
	10		785		291		188		151		612		9000		222		
	11		783		262		191		148		612		9167		269		
	12		779		263		200		147		612		8249		270		
	13		777		268		204		147		612		7329		271		
	14		776		270		203		147		612		6421		271		
	15		777		272		203		145		612		6668		267		
	16		776		272		206		146		612		6531		261		
	17		776		289		203		203		612		4035		172		
	18		779		317		204		211		612		386		0		
	19		782		322		203		254		612		0		0		
	20		781		318		205		219		612		0		0		
	21		780		321		205		194		612		0		0		
	22		782		320		204		181		612		0		0		
	23		787		319		204		183		612		0		0		
	24		794		308		205		181		612		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2087		2263		6578		7861		1395						
	2		2058		2263		6231		7556		1313						
	3		2024		2264		5896		7411		1351						
	4		2025		2263		6087		6984		1271						
	5		2063		2263		5699		7189		1428						
	6		2078		2264		5735		7463		1600						
	7		2316		2265		5869		7752		1568						
	8		5520		2265		4863		6105		1249						
	9		9727		2265		4382		2772		870						
	10		11249		2265		3816		1402		802						
	11		11430		2264		3305		1543		554						
	12		10520		2263		3268		1770		753						
	13		9607		2263		3786		1761		709						
	14		8700		2262		4550		1675		836						
	15		8943		2262		4740		1726		716						
	16		8803		2261		5445		2095		741						
	17		6290		2261		6716		4611		1037						
	18		2509		2262		7315		9266		1861						
	19		2135		2262		7788		10995		2161						
	20		2096		2263		7972		10881		1997						
	21		2074		2264		8245		10364		1672						
	22		2060		2264		8106		9688		1472						
	23		2066		2264		7586		8905		1358						
	24		2060		2265		6812		8585		1175						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
