02/01/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		891		351		223		219		612		0		0		
	2		891		361		223		220		612		0		0		
	3		890		336		223		218		612		0		0		
	4		890		308		224		217		612		0		0		
	5		891		292		224		218		612		0		0		
	6		891		313		224		231		612		0		0		
	7		890		332		225		247		612		36		0		
	8		891		332		224		242		612		2163		0		
	9		890		332		223		223		612		6553		64		
	10		888		339		223		218		612		8037		89		
	11		886		345		223		180		612		8117		88		
	12		882		352		222		186		612		7838		87		
	13		877		354		220		186		612		7893		85		
	14		878		359		222		186		612		7468		85		
	15		879		358		222		185		612		7658		85		
	16		880		353		222		221		612		6540		81		
	17		881		365		223		248		612		2585		21		
	18		884		368		224		301		612		56		0		
	19		886		373		224		301		612		0		0		
	20		889		372		224		303		612		0		0		
	21		892		374		224		276		612		0		0		
	22		895		373		224		237		612		0		0		
	23		894		366		224		217		612		0		0		
	24		893		355		225		216		612		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2291		2271		6115		9245		1095						
	2		2302		2271		5823		8901		1028						
	3		2276		2271		5973		9038		539						
	4		2247		2271		5680		9078		561						
	5		2232		2271		5588		9334		588						
	6		2266		2271		5805		9621		799						
	7		2343		2271		6340		9763		1094						
	8		4465		2271		5596		8851		1032						
	9		8898		2271		3492		6792		552						
	10		10405		2270		3154		5116		276						
	11		10451		2271		3110		4239		281						
	12		10179		2272		3176		3906		234						
	13		10227		2272		3313		3440		227						
	14		9810		2272		3324		4120		174						
	15		9999		2272		3715		4309		141						
	16		8909		2272		4611		5415		286						
	17		4935		2272		5834		8536		1251						
	18		2445		2271		7150		10886		2092						
	19		2392		2271		7936		10981		2100						
	20		2397		2271		7542		10870		2106						
	21		2375		2271		7679		10584		1660						
	22		2336		2271		8096		9736		1307						
	23		2309		2271		7518		9074		1303						
	24		2296		2271		6629		8718		1188						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
