02/10/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		914		293		219		175		612		0		0		
	2		914		291		219		176		612		0		0		
	3		913		290		219		175		612		0		0		
	4		912		289		219		176		612		0		0		
	5		903		295		220		175		612		0		0		
	6		882		298		220		187		612		0		0		
	7		884		298		220		186		612		1		0		
	8		885		299		218		187		612		1216		7		
	9		886		298		218		186		612		3832		85		
	10		885		293		220		176		612		5845		73		
	11		869		308		220		182		612		7074		85		
	12		867		315		220		179		612		7700		119		
	13		863		317		221		179		612		7275		161		
	14		859		312		221		178		612		7222		120		
	15		860		306		220		176		612		7049		128		
	16		861		314		220		178		612		5998		139		
	17		861		329		219		208		612		2758		79		
	18		867		326		219		213		612		114		0		
	19		869		326		219		249		612		0		0		
	20		870		326		222		249		612		0		0		
	21		869		324		223		198		612		0		0		
	22		869		313		218		184		612		0		0		
	23		869		313		218		177		612		0		0		
	24		869		314		219		177		612		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2196		2270		7517		8303		764						
	2		2195		2271		7601		8116		529						
	3		2192		2270		8235		7767		267						
	4		2189		2270		8284		7356		489						
	5		2186		2271		8517		7333		743						
	6		2179		2271		9412		7733		1046						
	7		2202		2271		10062		8739		1918						
	8		3424		2272		10501		8308		1766						
	9		6117		2272		9666		6531		1206						
	10		8104		2272		8776		4409		1199						
	11		9350		2272		7779		3283		1121						
	12		10013		2272		7625		2090		1124						
	13		9627		2271		7734		1658		1113						
	14		9524		2270		7539		1824		1100						
	15		9351		2271		7579		2117		1110						
	16		8321		2269		8031		3604		1152						
	17		5066		2268		9683		6400		1519						
	18		2350		2268		11173		8957		2395						
	19		2240		2269		11569		9983		2397						
	20		2242		2269		11865		9239		2521						
	21		2189		2269		11474		9272		2076						
	22		2161		2270		11215		9035		1354						
	23		2153		2270		9661		9108		1102						
	24		2154		2274		8646		8720		949						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
