03/12/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		888		281		215		145		1250		0		0		
	2		885		283		215		107		1352		0		0		
	3		886		283		215		108		1340		0		0		
	4		891		284		217		144		1229		0		0		
	5		906		283		217		147		1269		0		0		
	6		922		291		217		150		1203		0		0		
	7		927		303		217		197		1309		0		0		
	8		928		302		215		197		1301		494		0		
	9		921		302		212		154		1045		3236		0		
	10		916		289		212		146		939		4453		13		
	11		[-11059] No Good Data For Calculation		[-11059] No Good Data For Calculation		[-11059] No Good Data For Calculation		[-11059] No Good Data For Calculation		937		4776		14		
	12		918		276		212		149		1000		4606		55		
	13		919		283		214		151		846		4626		55		
	14		911		273		214		152		989		4135		55		
	15		913		277		214		153		1289		4038		55		
	16		913		283		216		152		1894		3759		55		
	17		923		302		217		152		1954		3278		55		
	18		931		300		218		180		1601		2111		56		
	19		935		302		218		225		1633		523		56		
	20		932		296		219		226		1967		94		55		
	21		937		299		219		182		1853		93		55		
	22		938		301		218		174		1780		92		55		
	23		901		290		218		157		1751		33		56		
	24		919		283		218		152		1746		0		55		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2752		2252		9399		5621		1021						
	2		2816		2253		9024		5182		984						
	3		2805		2252		8513		5112		989						
	4		2737		2251		8458		5026		992						
	5		2793		2250		9094		4913		947						
	6		2754		2250		9901		5295		1246						
	7		2922		2249		10765		6105		1773						
	8		3438		2250		11948		5957		1817						
	9		5872		2251		11195		4798		1320						
	10		6239		2252		10445		5296		996						
	11		5727		2251		10920		4950		1086						
	12		7215		2251		9809		4912		717						
	13		7094		2253		10109		4577		740						
	14		6729		2252		10633		4568		774						
	15		6939		2251		10367		4397		680						
	16		7272		2248		9895		4081		883						
	17		6881		2248		9566		4794		1108						
	18		5395		2249		10387		5812		1522						
	19		3892		2250		11577		6579		2150						
	20		3789		2250		12048		6975		2562						
	21		3637		2251		12057		6965		2417						
	22		3559		2252		11921		6382		2036						
	23		3406		2253		11537		5715		1358						
	24		3353		2254		10543		5329		1038						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
