01/24/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		895		351		215		172		388		0		0		
	2		896		352		219		168		397		0		0		
	3		894		354		220		169		542		0		0		
	4		892		358		220		169		632		0		0		
	5		881		356		219		176		630		0		0		
	6		841		345		219		184		677		0		0		
	7		843		342		219		220		748		0		0		
	8		843		345		216		222		1150		1174		0		
	9		843		345		211		203		1160		4540		0		
	10		837		331		210		189		1266		6309		47		
	11		832		317		209		189		1359		7035		109		
	12		832		327		215		181		1599		7470		121		
	13		834		333		217		181		1590		7121		124		
	14		833		331		216		183		1671		7300		116		
	15		832		333		215		192		1583		6536		50		
	16		834		349		217		192		1688		5241		37		
	17		845		364		218		220		1765		1554		7		
	18		893		358		219		249		1955		0		0		
	19		896		358		218		247		1845		0		0		
	20		897		364		218		248		1945		0		0		
	21		897		362		218		217		2139		0		0		
	22		897		366		217		193		2395		0		0		
	23		896		352		217		192		2353		0		0		
	24		896		347		217		192		1743		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1982		2271		7930		7666		1053						
	2		1993		2271		7725		7671		743						
	3		2137		2269		7470		7494		624						
	4		2230		2270		7344		7349		664						
	5		2221		2270		7782		7457		725						
	6		2225		2272		8391		7890		1353						
	7		2356		2271		9261		8234		2240						
	8		3949		2272		8960		8355		2190						
	9		7303		2273		7012		7042		1641						
	10		9189		2273		6283		5595		919						
	11		10050		2271		5545		4724		868						
	12		10746		2270		5227		3908		801						
	13		10400		2271		5291		3736		769						
	14		10650		2271		5467		3302		853						
	15		9741		2271		5632		4400		885						
	16		8559		2270		5621		5921		999						
	17		4973		2270		7102		7759		2309						
	18		3667		2271		8337		9264		3001						
	19		3550		2272		8762		9322		3071						
	20		3658		2272		8673		8970		2718						
	21		3819		2272		8197		8653		2565						
	22		4055		2273		7373		8590		2303						
	23		3995		2272		5975		9326		1689						
	24		3381		2271		5076		9480		1644						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
