04/03/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		915		259		212		181		3509		0		0		
	2		918		257		214		181		3649		0		0		
	3		907		256		215		181		3619		0		0		
	4		927		261		215		177		4003		0		0		
	5		927		259		215		176		4141		0		0		
	6		927		241		214		205		3716		0		0		
	7		926		233		215		253		3503		105		0		
	8		922		231		214		221		3163		3087		83		
	9		913		233		212		203		2820		7831		198		
	10		916		222		211		153		2580		8992		240		
	11		905		211		213		156		2088		9336		284		
	12		908		212		213		148		2051		8925		348		
	13		907		216		211		150		2158		8446		364		
	14		903		217		212		146		2637		7840		365		
	15		900		215		210		146		3208		7568		309		
	16		899		218		214		144		3287		7765		169		
	17		903		241		214		144		3167		7885		91		
	18		910		239		214		198		3597		6630		171		
	19		909		236		214		254		3933		2117		73		
	20		915		233		215		257		4005		18		0		
	21		915		229		212		254		3959		0		0		
	22		909		231		211		250		4072		0		0		
	23		909		231		211		234		4055		0		0		
	24		919		229		213		187		3859		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5038		2272		4074		6747		1473						
	2		5183		2273		3785		6108		1423						
	3		5140		2273		3675		5954		1362						
	4		5544		2272		3546		5609		1339						
	5		5679		2271		3505		5716		1463						
	6		5264		2272		3879		6559		1724						
	7		5235		2272		4542		7034		2005						
	8		7920		2272		4300		5692		1468						
	9		12410		2272		3185		2813		860						
	10		13314		2272		3293		991		674						
	11		13192		2272		3207		173		552						
	12		12805		2271		2985		-51		545						
	13		12451		2272		2961		-4		422						
	14		12320		2272		2886		-99		445						
	15		12557		2271		2817		-265		376						
	16		12697		2272		2711		12		486						
	17		12645		2272		2789		667		659						
	18		11959		2273		3062		2379		919						
	19		7737		2273		4516		5712		1850						
	20		5643		2273		5630		7522		2778						
	21		5537		2272		6076		7421		2745						
	22		5640		2273		5843		6738		2670						
	23		5606		2273		4899		6775		2306						
	24		5371		2273		4576		6601		1810						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
