01/20/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		835		335		208		184		431		0		0		
	2		828		334		208		148		400		0		0		
	3		821		337		209		147		398		0		0		
	4		820		341		209		148		422		0		0		
	5		820		338		209		189		449		0		0		
	6		826		339		208		186		397		0		0		
	7		825		347		202		190		496		0		0		
	8		828		339		193		180		400		282		0		
	9		830		349		194		178		361		780		0		
	10		830		333		192		185		424		2383		0		
	11		829		329		192		182		284		2381		0		
	12		821		325		202		180		229		3112		0		
	13		818		330		208		179		239		3848		0		
	14		825		333		209		179		255		3199		0		
	15		844		328		211		179		285		2110		0		
	16		871		330		214		181		313		938		0		
	17		881		347		213		227		453		173		0		
	18		887		346		214		254		472		0		0		
	19		890		348		214		276		471		0		0		
	20		892		345		214		277		564		0		0		
	21		890		346		214		258		839		0		0		
	22		891		342		213		213		1140		0		0		
	23		891		309		213		189		1062		0		0		
	24		890		324		213		188		1131		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1956		2275		8418		6707		1001						
	2		1881		2274		8292		6316		947						
	3		1876		2275		8229		5970		983						
	4		1903		2275		8142		5975		1013						
	5		1967		2275		8501		5992		1120						
	6		1919		2274		8982		6458		1525						
	7		2029		2275		8620		7827		2356						
	8		2221		2275		9630		7821		2493						
	9		2692		2275		10320		8060		2079						
	10		4347		2274		10067		7677		1478						
	11		4197		2273		10315		7797		1326						
	12		4870		2274		10218		7017		1319						
	13		5623		2274		10054		6378		1053						
	14		5000		2272		9764		6725		1218						
	15		3957		2273		10169		7383		1437						
	16		2848		2274		11021		8096		1323						
	17		2294		2274		10957		8350		2355						
	18		2155		2274		11830		8935		2970						
	19		2183		2273		11403		9523		3100						
	20		2277		2274		11042		9343		2997						
	21		2530		2275		10522		8960		2762						
	22		2781		2274		9448		8994		2170						
	23		2644		2273		9119		8368		1508						
	24		2726		2273		8364		7460		1393						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
