05/11/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		875		290		213		310		3955		0		0		
	2		868		290		214		305		3926		0		0		
	3		874		291		215		306		3781		0		0		
	4		871		290		214		305		3239		0		0		
	5		869		289		214		307		2668		0		0		
	6		847		290		214		309		2414		0		0		
	7		823		289		213		314		2014		1288		0		
	8		821		281		213		312		2256		5729		199		
	9		826		288		214		314		2636		8989		351		
	10		845		278		213		316		2430		10033		371		
	11		822		273		206		316		2211		10613		366		
	12		815		270		203		316		2441		10927		358		
	13		813		270		203		325		3138		11193		352		
	14		807		271		203		327		3876		11209		375		
	15		805		268		200		327		3589		11184		374		
	16		800		273		206		326		3535		10867		370		
	17		804		286		210		326		4002		9999		354		
	18		803		280		200		326		4090		8371		310		
	19		805		285		201		327		3459		4119		181		
	20		809		287		200		337		3107		519		4		
	21		810		285		199		339		2979		0		0		
	22		841		288		199		328		3314		0		0		
	23		856		289		199		324		3229		0		0		
	24		866		291		199		324		3351		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5608		2193		3270		7748		1997						
	2		5567		2034		2863		7636		1815						
	3		5432		1872		2453		7881		1760						
	4		4883		1731		2498		8320		1782						
	5		4310		1644		2791		8907		1913						
	6		4042		1616		3167		9283		2470						
	7		4940		1614		3249		8947		2648						
	8		9811		1614		2960		5717		1811						
	9		13617		1614		2996		2361		1544						
	10		14487		1615		2417		1959		1557						
	11		14808		1614		2227		1648		1466						
	12		15330		1613		2134		1171		1378						
	13		16294		1612		2104		617		1395						
	14		17067		1611		2138		191		1548						
	15		16747		1611		2224		1033		1610						
	16		16376		1612		2241		2032		1761						
	17		15981		1613		2614		2624		2005						
	18		14380		1615		3485		4418		2088						
	19		9377		1615		4773		7526		3323						
	20		5263		1616		6511		9184		4136						
	21		4598		1616		6890		9467		4281						
	22		4934		1616		6377		9047		3736						
	23		4865		1616		5745		8479		3294						
	24		5002		1617		5044		8062		2801						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
