03/19/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		958		284		218		138		2983		0		0		
	2		959		282		219		139		2768		0		0		
	3		957		282		219		139		2435		0		0		
	4		958		284		219		139		2256		0		0		
	5		958		287		220		140		1883		0		0		
	6		953		292		219		139		1602		0		0		
	7		957		306		219		149		1403		0		0		
	8		957		304		215		150		808		1132		0		
	9		951		304		210		146		608		4034		0		
	10		944		298		213		136		1039		6217		0		
	11		948		284		207		134		1118		6993		0		
	12		942		288		212		131		1231		7082		0		
	13		947		278		210		98		1485		7692		0		
	14		943		285		214		99		1301		7531		0		
	15		947		284		215		110		1547		6936		0		
	16		939		282		216		103		1726		7217		0		
	17		939		294		216		148		1749		6509		0		
	18		946		289		217		164		1813		3872		0		
	19		940		284		216		161		1742		843		0		
	20		940		276		216		198		1527		1		0		
	21		942		278		216		164		1308		0		0		
	22		949		279		216		155		1218		0		0		
	23		945		258		215		142		1163		0		0		
	24		951		256		215		136		1022		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4546		2245		9139		5144		598						
	2		4332		2246		8886		5004		484						
	3		3997		2245		8787		5037		484						
	4		3820		2246		8894		5065		469						
	5		3449		2247		9090		5031		789						
	6		3166		2247		9459		5700		1142						
	7		3005		2247		10433		6130		1753						
	8		3565		2248		11357		5783		1737						
	9		6254		2248		10699		4453		1299						
	10		8847		2247		8692		3703		743						
	11		9684		2246		7475		3603		400						
	12		9886		2245		7271		2938		409						
	13		10711		2245		7167		2056		343						
	14		10373		2246		7107		2259		379						
	15		10040		2247		7085		2252		323						
	16		10484		2241		6828		2084		328						
	17		9856		2238		7434		2127		497						
	18		7300		2240		9517		3794		682						
	19		4186		2242		11109		5823		1375						
	20		3159		2239		11806		7106		1992						
	21		2891		2240		12138		7099		1789						
	22		2780		2243		11887		6819		1571						
	23		2686		2245		11180		6628		1265						
	24		2544		2244		11305		6073		634						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
