06/04/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		916		317		197		354		2907		0		16		
	2		920		315		198		346		3001		0		16		
	3		922		317		198		308		2888		0		15		
	4		924		320		198		310		2682		0		14		
	5		924		326		198		349		2328		0		13		
	6		920		337		197		348		2025		14		12		
	7		913		352		195		350		1592		1923		91		
	8		838		354		189		312		1267		6280		306		
	9		856		353		179		314		956		9067		385		
	10		882		334		181		318		710		10200		401		
	11		854		312		182		314		589		10811		409		
	12		871		318		184		313		549		11124		395		
	13		844		313		183		314		618		11230		405		
	14		882		319		187		350		719		11141		404		
	15		856		321		182		364		1085		11009		401		
	16		865		324		171		365		1488		10475		396		
	17		883		342		179		367		2199		9512		382		
	18		889		343		173		368		2203		8059		340		
	19		890		344		195		373		1934		4628		241		
	20		896		344		199		409		1832		887		67		
	21		900		347		197		374		2051		0		15		
	22		901		351		197		369		2204		0		16		
	23		906		335		195		362		2401		0		16		
	24		911		324		196		356		2908		0		16		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4684		2271		9377		7270		2828						
	2		4769		2270		7065		8384		2386						
	3		4630		2269		6507		8231		2116						
	4		4437		2269		6060		8276		2033						
	5		4130		2266		5953		8276		2186						
	6		3856		2266		6904		8320		2174						
	7		5184		2265		7180		7747		1982						
	8		9251		2267		5916		6189		1744						
	9		11938		2267		5105		5131		1632						
	10		12912		2267		6049		4375		1483						
	11		13353		2266		6446		4215		1703						
	12		13654		2263		6911		4477		1739						
	13		13807		2259		7832		4282		2144						
	14		13897		2258		8789		3925		2916						
	15		14110		2256		9691		3894		3235						
	16		14035		2259		10891		3752		3507						
	17		13808		2258		11604		3877		3714						
	18		12482		2262		12544		4396		4167						
	19		8860		2265		15077		5446		4425						
	20		4777		2267		16671		6903		4456						
	21		3852		2269		15482		8043		4315						
	22		3990		2270		14791		7255		3961						
	23		4162		2270		12493		7424		3363						
	24		4652		2270		9949		7473		2963						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
