05/07/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		923		327		213		303		3280		0		0		
	2		925		329		214		301		2937		0		0		
	3		925		325		214		299		2598		0		0		
	4		925		325		214		296		2195		0		0		
	5		925		329		214		299		1607		0		0		
	6		899		325		213		297		1308		0		0		
	7		863		320		213		302		989		1142		11		
	8		865		328		212		304		883		5316		206		
	9		858		330		211		298		950		8575		318		
	10		845		310		208		296		1317		9831		338		
	11		845		304		211		298		1318		10502		346		
	12		840		302		211		299		1323		10747		349		
	13		851		308		211		304		1337		10910		368		
	14		834		308		211		305		1145		10921		364		
	15		831		308		212		312		1015		10801		361		
	16		828		321		212		312		919		10230		327		
	17		827		334		212		316		1051		9402		326		
	18		828		337		212		319		1213		7344		210		
	19		833		342		216		326		1508		3446		114		
	20		873		341		218		328		2022		364		0		
	21		875		336		217		321		2458		0		0		
	22		893		338		216		316		1817		0		0		
	23		899		335		216		308		1535		0		0		
	24		913		332		217		307		1575		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5012		2276		3684		9356		2307						
	2		4671		2275		3085		9478		2164						
	3		4327		2274		2779		9619		1889						
	4		3919		2274		3178		9327		1760						
	5		3338		2275		3440		9526		2002						
	6		3010		2275		3586		10169		2325						
	7		3840		2271		2976		10477		2354						
	8		8115		2271		2586		7746		1787						
	9		11539		2271		2626		4687		1726						
	10		13144		2272		2881		2941		1699						
	11		13823		2274		2951		2625		1747						
	12		14071		2275		3378		2687		1891						
	13		14289		2275		4102		3111		1860						
	14		14089		2275		4517		4544		1830						
	15		13841		2275		5257		5332		1865						
	16		13150		2274		5866		6314		2121						
	17		12469		2274		6409		6713		3159						
	18		10462		2275		8292		7838		3499						
	19		6785		2273		9961		9521		4254						
	20		4146		2271		11081		10139		4358						
	21		4206		2272		9923		10667		4186						
	22		3577		2274		8845		10854		4070						
	23		3290		2273		7304		10964		3394						
	24		3338		2274		6306		10117		2861						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
