06/18/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		867		326		185		306		3455		0		0		
	2		868		325		185		306		3347		0		0		
	3		868		325		185		306		3224		0		0		
	4		864		326		185		306		2981		0		0		
	5		830		330		185		306		2465		0		0		
	6		833		337		180		305		1953		17		0		
	7		836		351		173		315		1518		2006		63		
	8		831		351		172		293		1254		6468		259		
	9		825		352		170		259		1314		9208		342		
	10		827		345		167		261		1164		10361		365		
	11		825		344		168		261		1004		11023		373		
	12		824		344		167		259		910		11314		376		
	13		821		341		169		256		759		11408		375		
	14		793		342		167		293		643		11378		375		
	15		798		341		167		295		696		11206		374		
	16		822		342		172		297		949		10797		371		
	17		821		351		185		308		1650		10107		367		
	18		819		354		181		336		2374		8724		344		
	19		821		353		187		386		2776		5424		245		
	20		826		356		188		387		3108		1270		56		
	21		825		363		187		370		3415		0		0		
	22		830		361		187		320		3601		0		0		
	23		838		348		186		314		3813		0		0		
	24		840		340		187		314		3802		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5096		2270		5478		8993		1865						
	2		5017		2268		4736		8740		1773						
	3		4887		2267		4229		8707		1640						
	4		4648		2267		3833		8883		1630						
	5		4122		2267		4091		9278		1670						
	6		3632		2268		4635		9683		1924						
	7		5060		2268		5143		8657		1854						
	8		9371		2268		3982		6991		1406						
	9		12372		2267		3465		5443		1230						
	10		13454		2267		3489		4513		1228						
	11		13975		2266		3652		3845		1255						
	12		14194		2265		3884		3767		1111						
	13		14138		2265		4461		3343		1299						
	14		13995		2266		5215		3461		1302						
	15		13887		2265		6140		3504		1476						
	16		13750		2264		7049		3351		1964						
	17		13797		2262		7726		3555		2522						
	18		13205		2261		8777		3997		3088						
	19		10447		2263		10029		5659		3898						
	20		6350		2264		12042		7344		4106						
	21		5151		2265		12417		8035		3755						
	22		5251		2265		11592		8204		3263						
	23		5447		2266		9954		8037		2613						
	24		5458		2265		8110		8058		2124						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
