05/17/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		869		309		225		326		2157		0		0		
	2		872		311		225		326		2436		0		0		
	3		873		308		225		325		2444		0		0		
	4		880		308		225		317		2232		0		0		
	5		888		314		224		316		2112		0		0		
	6		884		311		224		321		1844		0		0		
	7		886		314		224		327		1483		1535		37		
	8		886		312		223		329		1132		5490		214		
	9		883		309		223		329		1196		8301		285		
	10		880		293		223		328		1118		9369		345		
	11		878		285		223		328		1191		9980		367		
	12		877		279		222		328		1386		10216		367		
	13		878		269		222		329		1681		10324		361		
	14		876		257		222		333		1959		10095		309		
	15		874		258		222		333		2504		9940		229		
	16		875		261		222		332		3008		9373		231		
	17		874		274		223		336		3122		8477		257		
	18		874		273		223		340		3113		7090		99		
	19		875		277		223		342		3045		3450		0		
	20		867		275		224		341		2919		448		0		
	21		869		281		223		339		2942		0		0		
	22		873		278		220		340		2870		0		0		
	23		862		274		215		331		2525		0		0		
	24		874		274		215		327		2257		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3850		2167		3554		9155		2679						
	2		4135		2260		2876		8626		2538						
	3		4141		2260		2458		8454		2355						
	4		3924		2258		2390		8732		2074						
	5		3815		2255		2405		8965		1908						
	6		3565		2264		2402		8995		2143						
	7		4806		2275		2506		7530		1917						
	8		8586		2276		1687		4774		1446						
	9		11526		2277		1640		2071		1174						
	10		12556		2279		1756		783		1333						
	11		13252		2277		1768		32		1293						
	12		13675		2274		1765		-300		1309						
	13		14064		2272		1788		-474		1296						
	14		14050		2270		1715		222		1374						
	15		14360		2270		1749		930		1443						
	16		14301		2273		1985		1820		1617						
	17		13564		2272		2443		2811		1998						
	18		12012		2271		2991		4400		2483						
	19		8212		2273		3871		7168		3445						
	20		5074		2273		4755		9192		3928						
	21		4628		2274		5055		9733		3986						
	22		4547		2274		4378		10003		3609						
	23		4173		2274		4071		9844		2976						
	24		3913		2274		4034		8875		2653						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
