05/28/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		883		290		207		346		2986		0		16		
	2		884		289		204		356		3263		0		16		
	3		888		279		204		355		3338		0		16		
	4		916		292		204		352		3027		0		14		
	5		916		297		203		351		2952		0		12		
	6		912		298		201		342		2719		17		12		
	7		909		307		201		345		2127		2014		94		
	8		884		317		195		338		1557		6502		278		
	9		859		320		200		307		1113		9321		364		
	10		870		304		202		317		688		10340		364		
	11		868		300		202		318		300		10924		367		
	12		868		299		201		355		305		11200		371		
	13		879		299		203		357		415		11172		230		
	14		882		300		203		358		607		10939		0		
	15		867		304		203		357		1093		10794		0		
	16		883		307		204		359		1701		10613		11		
	17		890		310		189		363		1873		9823		64		
	18		889		310		188		365		1963		8258		73		
	19		890		309		188		405		2012		4710		60		
	20		886		308		192		404		2138		843		6		
	21		885		308		192		404		2482		0		0		
	22		892		307		192		368		2773		0		0		
	23		898		317		191		349		2718		0		0		
	24		913		316		192		347		2603		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4708		2265		6574		9384		2670						
	2		4992		2267		5094		9407		2382						
	3		5061		2270		4765		9624		1739						
	4		4785		2271		4531		9554		1700						
	5		4713		2271		4547		9454		1825						
	6		4500		2269		4895		9521		2239						
	7		5998		2268		5174		8775		1883						
	8		10072		2268		5312		5501		1682						
	9		12484		2268		5547		3625		1502						
	10		13086		2263		5750		3061		1538						
	11		13278		2265		6341		2903		1632						
	12		13600		2264		6888		2905		1807						
	13		13555		2264		7936		2982		2068						
	14		13290		2266		8741		3799		2311						
	15		13618		2268		9284		3852		2624						
	16		14077		2269		10159		3443		3104						
	17		13466		2269		11559		3285		3687						
	18		12082		2270		12603		4245		3916						
	19		8763		2271		13906		6000		4451						
	20		4885		2271		15247		7549		4498						
	21		4240		2272		13894		8808		4238						
	22		4504		2271		12640		8179		4118						
	23		4469		2272		10047		8775		3563						
	24		4333		2270		7506		9475		3169						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
