01/07/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		688		267		229		180		608		0		0		
	2		689		269		229		181		627		0		0		
	3		689		264		229		179		826		0		0		
	4		688		269		230		175		879		0		0		
	5		688		269		230		178		879		0		0		
	6		688		272		230		199		886		0		0		
	7		688		284		230		242		882		0		0		
	8		688		285		231		247		826		1299		0		
	9		689		298		231		193		702		4510		188		
	10		685		291		229		160		570		5941		361		
	11		682		284		224		161		501		5776		369		
	12		679		286		224		162		432		6259		341		
	13		681		308		226		161		375		6002		294		
	14		681		308		226		162		320		5625		203		
	15		681		307		227		181		281		4405		126		
	16		680		322		229		207		429		2750		0		
	17		682		339		230		228		724		617		0		
	18		684		335		230		265		1016		0		0		
	19		683		334		230		273		1435		0		0		
	20		683		341		230		272		1806		0		0		
	21		681		329		229		264		1902		0		0		
	22		682		325		228		201		1941		0		0		
	23		681		316		227		183		1623		0		0		
	24		683		309		227		180		1458		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1937		2273		8486		6574		1477						
	2		1959		2272		8136		6307		1362						
	3		2152		2273		7681		6256		1286						
	4		2203		2274		7537		6248		1355						
	5		2206		2273		8132		6236		1451						
	6		2235		2273		8874		6996		1633						
	7		2299		2274		9909		8045		2097						
	8		3576		2274		10322		7816		1932						
	9		6812		2274		8505		6165		1691						
	10		8237		2273		7335		5191		1523						
	11		7996		2272		7363		4961		1141						
	12		8383		2272		7004		4228		1212						
	13		8046		2273		7362		4205		1065						
	14		7526		2272		7239		4933		1091						
	15		6208		2271		8294		5509		1014						
	16		4616		2271		9506		6246		1398						
	17		2820		2270		10394		7340		2557						
	18		2497		2271		11073		9031		2824						
	19		2924		2272		10904		9044		2895						
	20		3301		2272		10859		8446		2705						
	21		3374		2272		10890		7803		2459						
	22		3344		2272		10063		7760		2067						
	23		2998		2273		8747		7835		1779						
	24		2825		2275		8108		7246		1424						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
