11/13/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		582		337		230		245		788		0		0		
	2		583		336		230		245		834		0		0		
	3		583		337		229		247		861		0		0		
	4		583		339		229		247		845		0		0		
	5		583		340		229		249		867		0		0		
	6		582		339		229		249		863		0		0		
	7		583		350		228		248		827		339		0		
	8		584		352		226		246		743		2679		119		
	9		583		353		215		247		493		5748		328		
	10		581		350		213		248		384		6203		391		
	11		580		348		213		244		331		6632		390		
	12		580		347		217		256		572		7340		388		
	13		579		347		219		264		771		6882		339		
	14		578		350		222		264		822		6286		227		
	15		577		350		223		266		854		4496		90		
	16		577		342		225		268		888		2424		0		
	17		581		339		225		288		804		343		0		
	18		583		336		226		299		837		0		0		
	19		584		336		227		290		895		0		0		
	20		584		336		232		291		1124		0		0		
	21		583		335		233		284		1242		0		0		
	22		583		336		231		266		1639		0		0		
	23		583		330		231		264		2136		0		0		
	24		583		324		232		249		1976		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2141		1113		8891		7503		1191						
	2		2187		1112		8588		7246		976						
	3		2216		1112		8353		7000		950						
	4		2200		1112		8508		6689		1022						
	5		2225		1113		8772		6620		1231						
	6		2217		1114		8953		7375		1629						
	7		2575		1116		9311		8146		1800						
	8		4949		1117		8942		7353		1514						
	9		7967		1117		7951		6247		687						
	10		8370		1117		7776		5777		601						
	11		8738		1117		7754		5294		569						
	12		9700		1116		7712		5149		294						
	13		9400		1114		7872		5618		300						
	14		8748		1113		8415		6348		299						
	15		6858		1113		9501		6869		870						
	16		4725		1113		10499		7268		1921						
	17		2580		1113		11965		8010		2736						
	18		2192		1113		13203		8589		2805						
	19		2294		1112		11910		9522		2785						
	20		2529		1112		11203		9371		2650						
	21		2638		1112		10869		8959		2492						
	22		3018		1113		9821		8641		2183						
	23		3506		1114		8883		7678		1987						
	24		3326		1114		8453		7395		1496						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
