11/18/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		703		301		237		258		768		0		0		
	2		703		297		237		251		829		0		0		
	3		703		302		235		245		808		0		0		
	4		703		308		236		245		574		0		0		
	5		703		310		235		252		436		0		0		
	6		698		316		234		270		610		0		0		
	7		682		330		233		288		638		231		0		
	8		682		332		232		270		504		3348		72		
	9		681		327		233		253		423		6637		282		
	10		681		327		219		236		489		7243		363		
	11		680		344		228		233		483		7330		418		
	12		680		347		229		235		472		7063		416		
	13		679		359		229		236		348		7015		408		
	14		682		358		230		260		303		6686		389		
	15		705		358		232		270		242		6295		341		
	16		712		359		233		274		166		3514		207		
	17		719		359		233		302		157		350		0		
	18		726		356		233		304		206		0		0		
	19		729		359		235		304		296		0		0		
	20		730		359		237		303		380		0		0		
	21		731		360		235		285		437		0		0		
	22		732		352		236		271		574		0		0		
	23		731		341		236		271		649		0		0		
	24		731		336		236		248		692		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2229		1102		7526		7363		1559						
	2		2278		1103		7702		7131		1247						
	3		2254		1103		7622		7014		1144						
	4		2024		1101		7951		6734		1288						
	5		1894		1101		8632		6687		1439						
	6		2084		1101		9108		7410		1738						
	7		2402		1101		9543		8017		2286						
	8		5440		1101		8637		7251		1951						
	9		8836		1100		7296		5623		1388						
	10		9558		1100		7531		5153		972						
	11		9716		1101		7782		5006		894						
	12		9441		1101		8188		5094		989						
	13		9274		1100		8790		5117		1091						
	14		8908		1100		9438		5815		1195						
	15		8442		1101		10407		5955		1503						
	16		5466		1101		12104		6960		2342						
	17		2120		1101		14083		8342		2833						
	18		1783		1102		14413		9263		3100						
	19		1883		1101		13650		9394		3039						
	20		1970		1101		13041		9071		2970						
	21		2008		1101		12603		8616		2677						
	22		2124		1103		11769		8182		2373						
	23		2186		1104		10506		7783		2147						
	24		2201		1105		9397		7422		1910						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
