02/21/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		769		328		209		181		612		0		0		
	2		770		327		206		144		612		0		0		
	3		769		328		207		146		612		0		0		
	4		768		328		210		184		612		0		0		
	5		769		329		207		187		612		0		0		
	6		770		331		210		205		612		0		0		
	7		769		336		210		215		612		134		0		
	8		768		337		208		209		612		2201		51		
	9		767		338		204		205		612		6091		282		
	10		765		326		205		199		612		7329		335		
	11		762		321		206		197		612		6964		407		
	12		759		320		206		196		612		6829		355		
	13		759		326		206		200		612		6972		333		
	14		758		323		210		200		612		6986		232		
	15		757		326		210		200		612		6491		305		
	16		784		345		210		200		612		4772		247		
	17		822		365		212		225		612		1982		142		
	18		827		364		207		274		612		47		0		
	19		827		362		206		275		612		0		0		
	20		827		364		206		240		612		0		0		
	21		827		359		206		214		612		0		0		
	22		822		364		206		194		612		0		0		
	23		805		360		206		190		612		0		0		
	24		793		356		206		188		612		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2062		2266		8039		7486		1150						
	2		2021		2264		7465		7475		1116						
	3		2024		2265		7231		7328		1079						
	4		2063		2265		7086		7353		1073						
	5		2064		2265		7674		7286		1126						
	6		2088		2266		8451		7756		1347						
	7		2276		2266		9208		8256		2072						
	8		4384		2266		8836		7496		1897						
	9		8499		2266		6877		5394		1146						
	10		9771		2266		5320		4744		1060						
	11		9468		2265		5131		5193		841						
	12		9277		2265		5159		5372		684						
	13		9407		2265		5188		4919		749						
	14		9321		2263		5187		5234		854						
	15		8900		2263		5644		5740		777						
	16		7170		2263		6583		6838		981						
	17		4360		2263		8108		8371		1748						
	18		2330		2264		9120		10046		2608						
	19		2244		2265		9499		10571		2733						
	20		2212		2265		9115		10465		2632						
	21		2180		2266		9467		9541		2378						
	22		2159		2265		9137		9421		1821						
	23		2135		2265		8459		9233		1313						
	24		2117		2265		7353		8914		1277						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
