04/08/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		894		257		207		200		1642		0		0		
	2		892		252		208		203		1712		0		0		
	3		891		257		208		204		1654		0		0		
	4		898		246		208		205		1695		0		0		
	5		898		248		209		206		1519		0		0		
	6		899		244		209		207		1222		0		0		
	7		894		250		207		217		1106		97		0		
	8		898		255		205		223		703		1200		0		
	9		886		260		204		229		744		2343		0		
	10		896		248		203		221		848		3457		0		
	11		889		242		203		216		917		4514		8		
	12		890		244		205		212		885		5512		0		
	13		900		241		205		215		823		5599		0		
	14		892		245		205		209		849		5365		0		
	15		885		242		204		174		905		5078		0		
	16		888		242		205		171		894		4595		0		
	17		894		246		204		208		970		3840		0		
	18		902		256		205		232		1015		2276		0		
	19		899		265		206		232		1268		557		0		
	20		903		268		206		232		1743		0		0		
	21		906		268		205		232		2131		0		0		
	22		908		269		205		231		2081		0		0		
	23		906		272		205		221		2043		0		0		
	24		913		270		205		209		2152		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3184		2267		6813		6559		1178						
	2		3250		2267		7046		5953		911						
	3		3198		2266		6945		5875		733						
	4		3233		2265		6768		5852		698						
	5		3062		2265		6894		6115		878						
	6		2761		2264		7697		6635		949						
	7		2771		2263		8152		7168		1389						
	8		3484		2264		8186		7157		1543						
	9		4666		2265		7737		6729		1313						
	10		5868		2265		7371		5894		905						
	11		6981		2266		7089		4466		909						
	12		7947		2265		6890		3375		837						
	13		7983		2264		6648		3298		913						
	14		7765		2263		6566		2810		960						
	15		7488		2263		6607		2890		902						
	16		6994		2264		6449		3353		986						
	17		6363		2265		6606		4105		1283						
	18		4887		2265		6879		6190		1652						
	19		3427		2266		7917		7311		2234						
	20		3342		2266		8205		8010		2750						
	21		3719		2266		8448		7862		2480						
	22		3669		2266		7772		7881		2188						
	23		3620		2267		7423		7292		1885						
	24		3724		2267		6947		6422		1601						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
