01/06/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		687		241		227		174		1086		0		0		
	2		688		241		227		174		1107		0		0		
	3		687		241		226		174		1161		0		0		
	4		688		243		227		174		1153		0		0		
	5		688		240		227		171		1007		0		0		
	6		688		241		227		202		935		0		0		
	7		687		254		226		213		1050		0		0		
	8		687		262		225		215		992		1271		0		
	9		685		264		226		228		945		4848		212		
	10		684		252		225		187		964		6492		345		
	11		682		247		225		159		814		6718		375		
	12		679		231		225		160		603		6862		377		
	13		677		247		226		162		612		7126		377		
	14		674		253		227		162		430		7286		368		
	15		673		252		227		181		436		6897		329		
	16		672		257		226		188		354		4773		204		
	17		675		267		227		227		296		876		10		
	18		684		268		228		264		388		0		0		
	19		685		278		228		263		454		0		0		
	20		686		278		229		271		410		0		0		
	21		687		279		228		271		427		0		0		
	22		688		278		227		235		588		0		0		
	23		687		265		226		198		688		0		0		
	24		688		261		227		179		711		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2380		2275		7007		7166		1458						
	2		2402		2275		6937		6784		1275						
	3		2454		2276		6818		6501		1279						
	4		2446		2276		6887		6438		1246						
	5		2294		2275		7446		6653		1338						
	6		2254		2276		7996		7221		1905						
	7		2403		2276		8939		7898		2730						
	8		3652		2276		9013		7880		2799						
	9		7408		2275		7374		6332		1682						
	10		9150		2275		6464		4779		1235						
	11		9220		2276		6241		4296		899						
	12		9137		2275		6547		3899		691						
	13		9427		2275		6895		3595		311						
	14		9401		2275		6772		3427		574						
	15		8994		2274		6656		3658		855						
	16		6674		2274		8355		4907		1181						
	17		2579		2274		10685		7185		2401						
	18		1802		2274		11601		8831		3000						
	19		1873		2275		11446		9303		2926						
	20		1840		2275		11569		8645		2983						
	21		1858		2274		11092		8330		2988						
	22		1981		2274		10368		8173		2493						
	23		2029		2273		9725		7681		1754						
	24		2029		2273		9017		6955		1501						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
