03/05/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		980		246		199		155		1169		1		12		
	2		980		251		200		150		1221		1		12		
	3		1009		252		200		114		1202		0		11		
	4		1023		254		201		116		1238		0		10		
	5		1022		253		196		153		1144		0		9		
	6		1022		261		200		168		1125		0		8		
	7		1023		270		201		162		954		634		7		
	8		1020		270		201		141		868		4803		56		
	9		1015		270		198		138		854		8397		224		
	10		1013		262		196		138		960		9627		265		
	11		1010		248		196		138		1052		9909		373		
	12		1006		253		196		140		969		9824		367		
	13		1004		261		196		139		850		9889		334		
	14		1003		269		200		137		857		9588		307		
	15		1006		274		201		135		757		8532		293		
	16		1003		277		202		136		793		6810		238		
	17		1006		292		204		141		885		3490		145		
	18		1009		294		204		171		951		591		79		
	19		1013		295		205		222		1078		78		79		
	20		1016		295		205		184		1163		0		4		
	21		1018		295		205		178		1394		0		0		
	22		1019		296		205		176		1337		0		0		
	23		1019		283		204		155		1371		0		0		
	24		1020		279		204		153		1477		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2762		2259		8361		6952		784						
	2		2814		2260		8248		6354		781						
	3		2763		2260		8175		6090		772						
	4		2809		2260		8391		5988		645						
	5		2745		2261		8834		6360		515						
	6		2752		2261		9381		7016		879						
	7		3251		2261		9335		7643		1394						
	8		7358		2260		7774		6238		970						
	9		11096		2260		6255		4102		355						
	10		12461		2259		5475		2558		405						
	11		12927		2258		4456		2547		391						
	12		12755		2257		4380		2554		399						
	13		12674		2256		4484		2677		374						
	14		12362		2256		4846		2993		453						
	15		11198		2256		5768		3933		444						
	16		9459		2257		6764		5315		617						
	17		6162		2256		8887		6676		1402						
	18		3299		2257		10442		8381		2345						
	19		2969		2258		11166		9287		2535						
	20		2835		2258		11140		8987		2435						
	21		3054		2258		10601		8649		2174						
	22		2998		2257		10366		8176		1717						
	23		2995		2256		9464		7701		1322						
	24		3097		2256		8343		7444		1009						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
