12/08/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		727		287		215		231		1460		0		0		
	2		728		296		215		232		1448		0		0		
	3		728		298		215		233		1264		0		0		
	4		729		299		215		234		1297		0		0		
	5		730		301		213		242		1376		0		0		
	6		730		309		213		252		1491		0		0		
	7		731		322		211		289		1464		0		0		
	8		731		321		211		276		1403		340		0		
	9		730		321		211		265		1447		1719		0		
	10		730		322		211		264		1476		2568		0		
	11		729		310		212		256		1452		2672		0		
	12		729		320		214		225		1569		3408		0		
	13		725		332		212		226		2343		3121		0		
	14		727		351		207		227		2388		2844		0		
	15		729		349		207		227		1986		3300		0		
	16		729		353		192		261		1811		1853		0		
	17		729		353		198		290		1758		109		0		
	18		729		355		193		355		2509		0		0		
	19		729		357		193		348		2632		0		0		
	20		730		355		193		320		2275		0		0		
	21		729		353		193		291		2174		0		0		
	22		730		352		200		267		2467		0		0		
	23		730		336		207		255		2551		0		0		
	24		730		324		210		254		2398		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2879		1121		8775		7495		966						
	2		2878		1120		7971		7501		907						
	3		2694		1107		7410		7686		870						
	4		2729		1100		7302		7438		836						
	5		2816		1100		7380		7176		924						
	6		2948		1099		7455		7259		1050						
	7		2976		1099		7516		7659		1119						
	8		3282		1099		7958		7493		1146						
	9		4693		1098		7155		7018		1237						
	10		5571		1096		7180		6415		1180						
	11		5631		1095		7098		6430		1175						
	12		6465		1095		6813		5657		1245						
	13		6958		1095		6590		5346		1238						
	14		6745		1095		6974		5701		1037						
	15		6798		1094		6923		5970		1094						
	16		5200		1093		7750		6734		1822						
	17		3437		1093		8862		8432		2536						
	18		4101		1092		9164		9631		2745						
	19		4220		1093		9171		9723		2742						
	20		3833		1092		9653		9434		2613						
	21		3703		1093		9446		9272		2532						
	22		3975		1095		9039		8540		2255						
	23		4039		1094		8876		7309		1845						
	24		3877		1034		8248		6882		1481						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
